GENE_SYMBOL,logFC,P.Value,FDR
ANP32A-IT1,0.523527,0.0562,0.2777594512903976
LTB4R2,-0.2176591,0.0563,0.2779951451800233
DEPDC7,-0.3203132,0.0563,0.2779951451800233
SLC35F2,0.3765885,0.0563,0.2779951451800233
NLGN2,-0.3179759,0.0563,0.2779951451800233
DBR1,-0.2849822,0.0564,0.27803682745825603
JTB,0.2549005,0.0564,0.27803682745825603
CATSPER2,0.2926845,0.0564,0.27803682745825603
NDP,-0.517882,0.0564,0.27803682745825603
LOC100506708,-0.4482844,0.0564,0.27803682745825603
SLC20A2,0.2108875,0.0564,0.27803682745825603
SCARNA1,-0.3886663,0.0564,0.27803682745825603
CCDC109B,0.5237155,0.0565,0.27820720407690525
SMAD9,-0.2012936,0.0565,0.27820720407690525
CBX3P2,-0.3319846,0.0565,0.27820720407690525
PCDHB4,-0.2885183,0.0565,0.27820720407690525
RMND5A,-0.1999725,0.0565,0.27820720407690525
ICAM4,-0.3735419,0.0566,0.27824842738205363
LOC100506858,-0.6120129,0.0566,0.27824842738205363
MRPL28,-0.2091008,0.0566,0.27824842738205363
LOC100132832,-0.2807839,0.0566,0.27824842738205363
MNX1,-0.2864374,0.0566,0.27824842738205363
PRSS38,0.3635881,0.0566,0.27824842738205363
SATB1,-0.3171877,0.0566,0.27824842738205363
ANGPTL7,-0.6353124,0.0567,0.2784180873180873
IL18BP,-0.3921461,0.0567,0.2784180873180873
TMEM159,0.3731345,0.0567,0.2784180873180873
SFMBT1,0.2550918,0.0567,0.2784180873180873
SHISA9,0.5442401,0.0567,0.2784180873180873
CALB2,-0.3626285,0.0569,0.2790134486735871
LOC100127983,-0.2381241,0.0569,0.2790134486735871
COG6,0.2428203,0.0569,0.2790134486735871
OR7D4,-0.4166951,0.0569,0.2790134486735871
ZNF671,-0.4249254,0.0569,0.2790134486735871
SEMA4F,-0.2193154,0.0569,0.2790134486735871
HNRNPK,-0.2514239,0.057,0.27924613966351697
RCCD1,0.2409265,0.057,0.27924613966351697
OR10H5,-0.3039056,0.057,0.27924613966351697
GBP4,0.265889,0.057,0.27924613966351697
TCEB3C,-0.3734563,0.0571,0.27960716424786913
GNG3,-0.1908978,0.0571,0.27960716424786913
NCAPH2,0.2996751,0.0572,0.27964590616375345
TM9SF1,-0.2181804,0.0572,0.27964590616375345
C1QTNF1,0.3939283,0.0572,0.27964590616375345
SNED1,0.2619769,0.0572,0.27964590616375345
COPS7A,0.2515528,0.0572,0.27964590616375345
SH3D19,0.2176896,0.0572,0.27964590616375345
ZNF843,0.3142752,0.0572,0.27964590616375345
ZNF268,-0.1895285,0.0573,0.2798773207720588
BRAF,0.2051047,0.0573,0.2798773207720588
FOLR3,-0.2176242,0.0573,0.2798773207720588
RRP7A,0.2112671,0.0573,0.2798773207720588
TSPAN7,0.266576,0.0574,0.2800440211154464
OLFML2A,0.2983915,0.0574,0.2800440211154464
NCF1,0.228867,0.0574,0.2800440211154464
BCL2L2,0.2333378,0.0574,0.2800440211154464
C14orf101,-0.2067857,0.0574,0.2800440211154464
LOC100505795,0.5380286,0.0575,0.28027459298326074
DUX3,0.2340677,0.0575,0.28027459298326074
C1orf98,-0.4572299,0.0575,0.28027459298326074
KRBA2,0.3989758,0.0575,0.28027459298326074
PLXNC1,-0.4008362,0.0576,0.28044049473202015
SON,-0.1879969,0.0576,0.28044049473202015
NNMT,0.2287351,0.0576,0.28044049473202015
KIAA1462,0.5304849,0.0576,0.28044049473202015
RNF113B,-0.7742531,0.0576,0.28044049473202015
LOC100506713,0.2267755,0.0577,0.28067022883295195
SNN,-0.2086464,0.0577,0.28067022883295195
PRIC285,0.2864796,0.0577,0.28067022883295195
DRG1,-0.2359164,0.0577,0.28067022883295195
ARHGAP22,-0.2428605,0.0578,0.280871816522136
LOC648740,0.2932721,0.0578,0.280871816522136
FAM22D,-0.2948279,0.0578,0.280871816522136
SBF1P1,0.3624156,0.0578,0.280871816522136
CCDC28A,-0.2352501,0.0579,0.280871816522136
MRFAP1,-0.2715342,0.0579,0.280871816522136
PNMAL2,-0.2338271,0.0579,0.280871816522136
ADH7,-0.5204713,0.0579,0.280871816522136
PRAMEF22,0.5031813,0.0579,0.280871816522136
ZNF488,-0.2156646,0.0579,0.280871816522136
NUP153,-0.2208057,0.0579,0.280871816522136
PAQR6,-0.2990561,0.0579,0.280871816522136
VMAC,-0.2237483,0.058,0.28116442417331816
C1orf186,0.2816395,0.058,0.28116442417331816
TTL,0.13469335,0.19611077283778766,0.48660285960229394
TYR,-0.4243868,0.058,0.28116442417331816
GSG2,0.2321346,0.0581,0.2815849749202006
PIGZ,-0.305214,0.0582,0.28168428961748637
KHDRBS1,0.2352716,0.0582,0.28168428961748637
IL15RA,-0.2390234,0.0582,0.28168428961748637
ELOVL2,-0.3558421,0.0582,0.28168428961748637
TMSB15A,-0.2483529,0.0582,0.28168428961748637
HSD3B1,-0.885364,0.0582,0.28168428961748637
ELMOD3,-0.2347982,0.0583,0.2819756769055745
DYNC2H1,-0.3043796,0.0583,0.2819756769055745
IP6K2,-0.2240216,0.0583,0.2819756769055745
DUOXA1,0.3163513,0.0584,0.28213836363636363
ACTR2,-0.2324333,0.0584,0.28213836363636363
UBL5,-0.2084766,0.0584,0.28213836363636363
P4HA3,-0.4879814,0.0584,0.28213836363636363
HMGCR,-0.1954547,0.0584,0.28213836363636363
NR2E3,0.4219872,0.0585,0.28242891210538273
MLF1IP,-0.3909018,0.0585,0.28242891210538273
SRD5A3,0.3038107,0.0585,0.28242891210538273
LIN28B,-0.2005085,0.0586,0.2825907894736842
PAQR5,0.2477577,0.0586,0.2825907894736842
SNORD48,0.3848963,0.0586,0.2825907894736842
ZNF428,-0.2687156,0.0586,0.2825907894736842
MYL3,0.4326063,0.0586,0.2825907894736842
AP3D1,0.3262163,0.0587,0.28275230002266033
NEXN,0.3583849,0.0587,0.28275230002266033
WDR41,0.2353442,0.0587,0.28275230002266033
SGK2,0.2837316,0.0587,0.28275230002266033
CXorf23,-0.2941401,0.0587,0.28275230002266033
SEPT7,-0.2458282,0.0588,0.2831698232895333
LOC100128252,-0.20053,0.0589,0.28320228455100654
XPR1,-0.2295751,0.0589,0.28320228455100654
COQ6,0.2495202,0.0589,0.28320228455100654
VPS29,-0.299389,0.0589,0.28320228455100654
RFX8,0.2125237,0.0589,0.28320228455100654
MRGPRE,-0.420929,0.0589,0.28320228455100654
VWC2,-0.376394,0.0589,0.28320228455100654
PTPN2,-0.1970665,0.059,0.2836189507010402
ITPKC,-0.1821326,0.0591,0.2839712251356239
GBX1,-0.232456,0.0591,0.2839712251356239
KAZN,0.2105905,0.0592,0.28425895640388527
ZNF670,-0.2431693,0.0592,0.28425895640388527
HLA-DRB6,-0.7205683,0.0592,0.28425895640388527
PVRL3-AS1,0.2897709,0.0593,0.2846105441408896
PCNA,-0.2966163,0.0593,0.2846105441408896
SLC41A3,0.2138347,0.0594,0.28496181448882874
TM4SF5,0.3568698,0.0594,0.28496181448882874
DNAJC28,-0.2160739,0.0595,0.285312767877284
ZSCAN12,-0.2763726,0.0595,0.285312767877284
SIX1,-0.27672,0.0596,0.2855346405228758
ZNF253,-0.2559439,0.0596,0.2855346405228758
SNRPN,-0.2908951,0.0596,0.2855346405228758
LINC00266-1,-0.2240768,0.0596,0.2855346405228758
CRIP1,0.2690086,0.0597,0.28569178298063935
XLOC_004134,0.4747414,0.0597,0.28569178298063935
CHIC2,-0.2643278,0.0597,0.28569178298063935
UCK2,0.2029471,0.0597,0.28569178298063935
ZNF668,-0.2422437,0.0597,0.28569178298063935
AMBRA1,-0.2768205,0.0598,0.285912865497076
DGKD,0.196218,0.0598,0.285912865497076
CRLS1,0.2301676,0.0598,0.285912865497076
ZGLP1,-0.3927325,0.0598,0.285912865497076
ZNF76,-0.2530722,0.0599,0.28626220773381295
ASB8,-0.2896809,0.0599,0.28626220773381295
ACTR1A,-0.2121936,0.06,0.2863810132257341
FLJ26245,-0.3327772,0.06,0.2863810132257341
CTSL1P2,0.2662245,0.06,0.2863810132257341
MLL3,0.3039459,0.06,0.2863810132257341
RNF217,-0.2127798,0.06,0.2863810132257341
UBE2B,-0.2639077,0.0601,0.2863810132257341
TBC1D23,-0.22128,0.0601,0.2863810132257341
FLJ27502,0.4673056,0.0601,0.2863810132257341
FRG2B,1.4505218,0.0601,0.2863810132257341
GTF2IRD2,-0.19354,0.0601,0.2863810132257341
XLOC_l2_013560,-0.449625,0.0601,0.2863810132257341
ADARB1,0.2484899,0.0601,0.2863810132257341
SAP30BP,-0.2181057,0.0601,0.2863810132257341
SLFN14,0.3622196,0.0602,0.2866005375139977
LOC100505549,-0.3148875,0.0602,0.2866005375139977
GINS2,-0.216446,0.0602,0.2866005375139977
DNPEP,0.2006653,0.0602,0.2866005375139977
MPHOSPH10,-0.2269222,0.0603,0.2868196688297158
MTCH1,-0.239083,0.0603,0.2868196688297158
CCR10,0.2546903,0.0603,0.2868196688297158
FGF8,-0.3559463,0.0603,0.2868196688297158
XLOC_013787,0.4470211,0.0605,0.28744937416182387
LOC400940,-0.3268829,0.0605,0.28744937416182387
KLK7,0.4227626,0.0605,0.28744937416182387
XLOC_012701,0.3238466,0.0605,0.28744937416182387
AGPAT6,0.2523366,0.0605,0.28744937416182387
LOC100506990,-0.1995772,0.0606,0.28749997771836006
TMEM80,-0.225412,0.0606,0.28749997771836006
RAB8B,-0.3182409,0.0606,0.28749997771836006
MMADHC,-0.22662,0.0606,0.28749997771836006
LOC285626,0.5015106,0.0606,0.28749997771836006
AGER,-0.4384444,0.0606,0.28749997771836006
FLJ35776,0.2322502,0.0607,0.28749997771836006
IGSF9B,0.3055317,0.0607,0.28749997771836006
GPD1,0.4330135,0.0607,0.28749997771836006
GLUL,-0.3451869,0.0607,0.28749997771836006
SLTM,-0.2456649,0.0607,0.28749997771836006
PASK,-0.2466909,0.0607,0.28749997771836006
MAPKAPK5,-0.1789881,0.0607,0.28749997771836006
KIAA1598,0.3075605,0.0607,0.28749997771836006
AURKB,-0.7010038,0.0608,0.2877812513916722
GLT8D2,-0.4218272,0.0608,0.2877812513916722
LOC255130,0.2209388,0.0608,0.2877812513916722
TULP2,0.5546839,0.0609,0.28812626307589584
RAPGEF4,-0.1863686,0.0609,0.28812626307589584
DEFB136,-0.3223657,0.061,0.28840680604982205
ARHGAP23,0.2779605,0.061,0.28840680604982205
CAMTA2,0.3991727,0.061,0.28840680604982205
LANCL1,-0.2544665,0.0611,0.2884305351987564
MAP7,-0.235531,0.0611,0.2884305351987564
XLOC_013679,0.5211526,0.0611,0.2884305351987564
ZRSR2,-0.1834617,0.0611,0.2884305351987564
RBM26,-0.4072507,0.0611,0.2884305351987564
DCLK3,-0.3729822,0.0611,0.2884305351987564
AMT,0.5772815,0.0611,0.2884305351987564
SPG21,0.2177912,0.0612,0.2886461948080763
LRRC32,-0.4501729,0.0612,0.2886461948080763
TYSND1,-0.2304311,0.0612,0.2886461948080763
LOC100506694,-0.2105853,0.0612,0.2886461948080763
LOC100131691,-0.6085918,0.0613,0.2887334588965212
ZNF622,-0.1885327,0.0613,0.2887334588965212
ZNF492,-0.3470602,0.0613,0.2887334588965212
MRAP2,0.3007307,0.0613,0.2887334588965212
ATP13A5,0.4437015,0.0613,0.2887334588965212
NPM2,-0.1871306,0.0613,0.2887334588965212
MDP1,-0.1954295,0.0614,0.2889483728138145
TTYH1,0.220104,0.0614,0.2889483728138145
CCDC85C,0.2561651,0.0614,0.2889483728138145
GRAMD1A,0.4484151,0.0614,0.2889483728138145
MTRNR2L2,-0.2090688,0.0615,0.28929088293870325
TCF12,-0.3152609,0.0615,0.28929088293870325
OTUD7A,-0.185419,0.0616,0.28931312417145383
TMEM72-AS1,-0.3621848,0.0616,0.28931312417145383
DERA,0.1988987,0.0616,0.28931312417145383
BRP44L,0.2029056,0.0616,0.28931312417145383
POLR3K,0.2257442,0.0616,0.28931312417145383
XLOC_011816,0.3616271,0.0616,0.28931312417145383
GOLGA1,0.1998322,0.0616,0.28931312417145383
ZFAND6,-0.253038,0.0617,0.2893991394527802
TRIP10,0.1959576,0.0617,0.2893991394527802
BAIAP2,-0.2036424,0.0617,0.2893991394527802
ELL3,-0.2060986,0.0617,0.2893991394527802
GBGT1,0.1772578,0.0617,0.2893991394527802
XLOC_012898,0.5019255,0.0617,0.2893991394527802
MFN2,-0.2161349,0.0618,0.28961256613756614
KCTD5,-0.1975757,0.0618,0.28961256613756614
VSIG1,-0.3338366,0.0618,0.28961256613756614
C12orf76,-0.2303455,0.0618,0.28961256613756614
SLC25A33,0.3821266,0.0619,0.2899533494931688
CHD1L,-0.2432811,0.0619,0.2899533494931688
RETSAT,-0.2710926,0.062,0.29022990530720105
CSPP1,-0.2666746,0.062,0.29022990530720105
OSTF1,-0.2338413,0.062,0.29022990530720105
DHCR24,-0.2111399,0.0621,0.2904421782178218
POMT1,0.3107916,0.0621,0.2904421782178218
XLOC_l2_007088,-0.7898024,0.0621,0.2904421782178218
HLA-DQA1,0.4266281,0.0621,0.2904421782178218
C6orf106,0.2595521,0.0622,0.29052634585805315
PAK2,0.1933681,0.0622,0.29052634585805315
BFSP1,-0.1948143,0.0622,0.29052634585805315
ILK,0.1860164,0.0622,0.29052634585805315
YTHDF2,-0.2199081,0.0622,0.29052634585805315
PLP2,0.2542716,0.0622,0.29052634585805315
ENPP7,0.7029952,0.0623,0.2908017347386913
PPP2R3A,-0.2097283,0.0623,0.2908017347386913
PLCD4,0.3872887,0.0623,0.2908017347386913
TBC1D19,0.2479493,0.0624,0.29101290039491
TIAL1,0.2606636,0.0624,0.29101290039491
MED20,-0.2317329,0.0624,0.29101290039491
LOC100509196,0.1847166,0.0624,0.29101290039491
KC6,-0.245321,0.0625,0.2913514254385965
ALG12,-0.228435,0.0625,0.2913514254385965
FEV,0.6556156,0.0626,0.2916896536606752
LOC646736,-0.5414142,0.0626,0.2916896536606752
CDA,-0.2247332,0.0627,0.2918996714848883
DCN,0.3821649,0.0627,0.2918996714848883
FRS2,-0.2283368,0.0627,0.2918996714848883
LPAR3,-0.3435143,0.0627,0.2918996714848883
C4orf40,0.2739296,0.0628,0.29199941035160515
TAX1BP3,-0.3727389,0.0628,0.29199941035160515
XLOC_004607,0.2160295,0.0628,0.29199941035160515
DKFZP586I1420,-0.225329,0.0628,0.29199941035160515
XLOC_011819,-0.2666538,0.0628,0.29199941035160515
XRCC3,0.197934,0.0629,0.29199941035160515
AZI1,0.244764,0.0629,0.29199941035160515
C6orf211,-0.2987376,0.0629,0.29199941035160515
GEMIN4,0.2248721,0.0629,0.29199941035160515
NAP1L2,-0.2792363,0.0629,0.29199941035160515
ZNF511,0.206327,0.0629,0.29199941035160515
TPM2,0.2056676,0.0629,0.29199941035160515
XLOC_003824,0.3396503,0.0629,0.29199941035160515
TCN2,-0.3032411,0.063,0.29205269565217395
FBXO33,-0.2819208,0.063,0.29205269565217395
MT1A,-0.2269171,0.063,0.29205269565217395
PRPSAP1,0.2022632,0.063,0.29205269565217395
TM4SF18,-0.6213832,0.063,0.29205269565217395
CLEC3A,-0.258931,0.063,0.29205269565217395
HYAL1,-0.252286,0.0631,0.29205269565217395
CMBL,-0.4045839,0.0631,0.29205269565217395
TGM5,-0.5537158,0.0631,0.29205269565217395
CFB,-0.2829027,0.0631,0.29205269565217395
PLK1,-0.30282,0.0632,0.29205269565217395
IL1F10,0.4339182,0.0632,0.29205269565217395
ZNF805,-0.2387207,0.0632,0.29205269565217395
FILIP1L,0.3183162,0.0632,0.29205269565217395
XLOC_003021,0.3485663,0.0632,0.29205269565217395
FAM118B,-0.3044328,0.0632,0.29205269565217395
C1orf115,-0.1982236,0.0632,0.29205269565217395
STEAP2,0.2877719,0.0632,0.29205269565217395
C9orf21,0.3407311,0.0632,0.29205269565217395
ZNF26,-0.2336163,0.0632,0.29205269565217395
CSDA,0.2745488,0.0632,0.29205269565217395
ALG1,-0.1979623,0.0633,0.2923241581577232
B3GALT4,0.2319552,0.0633,0.2923241581577232
SLC38A3,0.2770341,0.0633,0.2923241581577232
GMNN,-0.3012744,0.0634,0.29234138828633405
SREK1IP1,-0.2658092,0.0634,0.29234138828633405
LIG3,0.1862973,0.0634,0.29234138828633405
MOGS,-0.2577771,0.0634,0.29234138828633405
C12orf53,-0.2855229,0.0634,0.29234138828633405
GPR98,-0.2089458,0.0634,0.29234138828633405
SIVA1,-0.2066804,0.0634,0.29234138828633405
ARGFXP2,-0.3309524,0.0635,0.2926120745718621
ECSCR,0.3685178,0.0635,0.2926120745718621
IRGM,-0.3898526,0.0635,0.2926120745718621
PSEN2,0.2313749,0.0636,0.29288240901213175
NEDD9,-0.3868887,0.0636,0.29288240901213175
UBQLN2,-0.2225525,0.0636,0.29288240901213175
SNHG3,0.190053,0.0637,0.29315239229270407
RAB24,0.2741017,0.0637,0.29315239229270407
LOC728975,-0.7398707,0.0637,0.29315239229270407
METTL5,0.2182727,0.0638,0.29342202509736043
SENP2,0.2158605,0.0638,0.29342202509736043
CACNB3,0.2258968,0.0638,0.29342202509736043
NKX3-2,-0.1914579,0.064,0.294278174345663
FOXD1,-0.2530093,0.0641,0.29454684392563774
RBM42,-0.2016618,0.0641,0.29454684392563774
ZNF383,-0.2235125,0.0641,0.29454684392563774
SLC25A14,-0.2163123,0.0642,0.29475149028077746
SFRP1,0.3175803,0.0642,0.29475149028077746
DNAAF1,0.3688248,0.0642,0.29475149028077746
SSBP3,-0.5609575,0.0642,0.29475149028077746
OR10R3P,0.3653353,0.0643,0.2949557833405265
CHL1,-0.3096026,0.0643,0.2949557833405265
TAGLN3,-0.2199691,0.0643,0.2949557833405265
LOC284080,0.410457,0.0643,0.2949557833405265
TSKU,0.1890031,0.0644,0.29509609829704675
FGF18,-0.2165519,0.0644,0.29509609829704675
LOC100505738,0.2337147,0.0644,0.29509609829704675
LOC729451,0.4536266,0.0644,0.29509609829704675
FNIP1,0.272172,0.0644,0.29509609829704675
PRLR,0.3923993,0.0645,0.29536331322705733
CDC14C,0.2075591,0.0645,0.29536331322705733
XLOC_005798,-0.3102045,0.0645,0.29536331322705733
TMEM19,-0.3016376,0.0646,0.2955665518725786
CASP8AP2,-0.2674888,0.0646,0.2955665518725786
INTS5,-0.3166505,0.0646,0.2955665518725786
MAGEF1,-0.2489198,0.0646,0.2955665518725786
NLRP1,0.3218727,0.0647,0.2956422828890799
SLC35F1,0.2578977,0.0647,0.2956422828890799
C8orf37,0.2669892,0.0647,0.2956422828890799
TYROBP,0.2509596,0.0647,0.2956422828890799
C9orf95,0.192394,0.0647,0.2956422828890799
DVL3,0.2382421,0.0647,0.2956422828890799
TRAP1,0.4261428,0.0648,0.2958448453608247
RPS2,0.17324255,0.14440685559927327,0.4229924940710696
CENPL,-0.2472207,0.0648,0.2958448453608247
FLJ39653,0.2324533,0.0648,0.2958448453608247
LGI4,-0.2621957,0.0648,0.2958448453608247
SYN3,0.2352497,0.0649,0.29593167701863354
PLEKHG5,0.2166827,0.0649,0.29593167701863354
CLMN,0.2834053,0.0649,0.29593167701863354
MKS1,0.2387443,0.0649,0.29593167701863354
TRIM11,-0.2482599,0.0649,0.29593167701863354
IRAK1BP1,-0.436887,0.065,0.29593167701863354
CHD5,0.3366872,0.065,0.29593167701863354
LGALS3,0.1937995,0.065,0.29593167701863354
SAR1B,-0.2144338,0.065,0.29593167701863354
TFAP2A,0.5884736,0.065,0.29593167701863354
LOC646743,0.3038545,0.065,0.29593167701863354
KBTBD3,-0.2367646,0.065,0.29593167701863354
PNMA1,-0.1809459,0.065,0.29593167701863354
XLOC_006705,0.1974445,0.0651,0.2960698973042362
LOC283683,-0.222338,0.0651,0.2960698973042362
HSP90B1,0.2577243,0.0651,0.2960698973042362
LOC100652768,0.3570079,0.0651,0.2960698973042362
XLOC_001353,0.190049,0.0651,0.2960698973042362
MED16,0.2874604,0.0652,0.2961445299145299
FAM57B,0.2056601,0.0652,0.2961445299145299
GTF2B,-0.2629393,0.0652,0.2961445299145299
DKFZp686K1684,0.5547419,0.0652,0.2961445299145299
TMEM146,0.3030455,0.0652,0.2961445299145299
CES2,-0.2211495,0.0652,0.2961445299145299
CDY2A,-0.319771,0.0653,0.2964087337177023
LOC728012,-0.2390646,0.0653,0.2964087337177023
SCNN1A,-0.3989777,0.0653,0.2964087337177023
LOC100505782,0.6553385,0.0654,0.29679927412467977
HES1,-1.2229784,0.0655,0.2969994667235495
CLEC14A,0.2598784,0.0655,0.2969994667235495
ALDH3A1,-0.2688883,0.0655,0.2969994667235495
PRKACA,-0.1856982,0.0655,0.2969994667235495
C11orf30,-0.3326259,0.0656,0.2973260554371002
CCND2,-0.374958,0.0656,0.2973260554371002
NAALAD2,-0.2174912,0.0657,0.2974621725239616
C1orf38,-0.2317954,0.0657,0.2974621725239616
RHO,0.3527249,0.0657,0.2974621725239616
TMLHE,0.2405977,0.0657,0.2974621725239616
PDE6B,-0.5331601,0.0657,0.2974621725239616
CALR3,0.3180808,0.0658,0.2977246913580247
C6orf1,0.2402163,0.0658,0.2977246913580247
RIC3,0.2226975,0.0658,0.2977246913580247
CHDH,0.4770565,0.0659,0.2979320450201742
ZNF556,-0.3059155,0.066,0.2979320450201742
SYNC,-0.4210989,0.066,0.2979320450201742
PRDM4,0.2455938,0.066,0.2979320450201742
PPIP5K2,-0.1988159,0.066,0.2979320450201742
KRTAP25-1,0.4069156,0.066,0.2979320450201742
HIC1,-0.3960892,0.066,0.2979320450201742
PLCXD3,-0.3462777,0.066,0.2979320450201742
C9orf156,-0.2313098,0.066,0.2979320450201742
WDR19,-0.2271589,0.066,0.2979320450201742
NUP214,0.1891996,0.066,0.2979320450201742
CAMTA1,-0.1952416,0.0661,0.29806697072549854
OGDHL,0.2341963,0.0661,0.29806697072549854
HNRPDL,-0.2526302,0.0661,0.29806697072549854
SIGLEC5,0.8463145,0.0661,0.29806697072549854
XLOC_l2_007884,-0.252069,0.0661,0.29806697072549854
IFLTD1,-0.2647804,0.0662,0.29832804748781
C12orf33,0.269486,0.0662,0.29832804748781
SERPINI2,-0.3431473,0.0662,0.29832804748781
PDE1A,-0.2226637,0.0663,0.29858879237288133
CDKAL1,-0.1874819,0.0663,0.29858879237288133
LOC100132891,0.2334986,0.0663,0.29858879237288133
KLK3,0.2585153,0.0664,0.2987859441151567
ENTPD1,-0.2445674,0.0664,0.2987859441151567
ISL2,-0.4148441,0.0664,0.2987859441151567
SNORA70G,0.466383,0.0664,0.2987859441151567
LOC728743,0.204578,0.0665,0.29910928903935674
USP17,0.34301793333333336,0.08240407161275834,0.3304508196721312
SPATA16,-0.6728331,0.0665,0.29910928903935674
KLRC4,0.7141831,0.0666,0.29936904208077825
SIPA1L1,-0.1999305,0.0666,0.29936904208077825
XLOC_005028,0.194317,0.0666,0.29936904208077825
KRT13,0.4653441,0.0667,0.2996917987740435
LNP1,-0.2853033,0.0667,0.2996917987740435
SNRPC,-0.2109015,0.0668,0.29995090832277144
LOC401442,-0.3569518,0.0668,0.29995090832277144
XLOC_002010,0.7192507,0.0668,0.29995090832277144
XLOC_l2_013062,0.4657024,0.0669,0.3002096896770108
PLEKHG4B,0.2726444,0.0669,0.3002096896770108
ZNF727,-0.2769995,0.0669,0.3002096896770108
MLLT4,0.2613321,0.067,0.3005949767834529
RASA3,0.1848345,0.0671,0.3007262702930635
DGUOK,-0.2844395,0.0671,0.3007262702930635
CALR,0.3032076,0.0671,0.3007262702930635
NOTCH2,0.1914961,0.0671,0.3007262702930635
CENPBD1,-0.1841865,0.0671,0.3007262702930635
ANKDD1A,0.1814055,0.0672,0.30111096121416525
PCNXL3,-0.2760672,0.0673,0.3013684642932378
PLLP,0.6547133,0.0673,0.3013684642932378
VASH2,0.2875329,0.0673,0.3013684642932378
PRRT1,-0.2027241,0.0674,0.3016891556117077
DZANK1,-0.2398028,0.0674,0.3016891556117077
HEATR4,0.3893891,0.0675,0.3020095769311724
TANC2,0.2390678,0.0675,0.3020095769311724
VEPH1,0.4969644,0.0676,0.30226613378207823
AGSK1,0.233081,0.0676,0.30226613378207823
PGAM5,0.2920983,0.0676,0.30226613378207823
TM7SF3,0.2011584,0.0677,0.3025223670380492
FAM59B,0.1907179,0.0677,0.3025223670380492
RNF180,0.2571013,0.0677,0.3025223670380492
POFUT2,-0.3143365,0.0678,0.3028418995587308
XLOC_010543,0.6171615,0.0678,0.3028418995587308
GPR101,-0.4956726,0.0679,0.303097501049979
FBXL8,-0.2311438,0.0679,0.303097501049979
LOC100289097,-0.2700511,0.0679,0.303097501049979
TSPAN18,0.625314,0.068,0.30341645675902607
TMEM185A,-0.1952425,0.068,0.30341645675902607
ANKK1,0.2266194,0.0681,0.30379888772298
IFT122,-0.2342925,0.0682,0.3041811582039446
PDHX,-0.2281944,0.0683,0.3043079228673234
PLAC2,0.7256982,0.0683,0.3043079228673234
RBMX2,0.4276469,0.0683,0.3043079228673234
UPRT,-0.1787935,0.0683,0.3043079228673234
DYDC1,-0.3834831,0.0683,0.3043079228673234
MCFD2,-0.2533911,0.0684,0.30456196062002516
CUL3,-0.1714926,0.0684,0.30456196062002516
MIOX,0.2593546,0.0684,0.30456196062002516
ZNF2,-0.2261064,0.0685,0.3048795016750419
ELFN1,0.1952455,0.0685,0.3048795016750419
USE1,0.1967984,0.0686,0.3052606656897634
ARHGEF25,-0.3043785,0.0687,0.30544988496130515
OR8G2,-0.288263,0.0687,0.30544988496130515
HSD17B11,-0.2716549,0.0687,0.30544988496130515
BEX4,-0.2652458,0.0687,0.30544988496130515
CCDC101,0.2156726,0.0689,0.30614701086956525
QSOX2,0.2926433,0.0689,0.30614701086956525
LOC100288432,0.4109455,0.0689,0.30614701086956525
LOC728739,0.2477886,0.069,0.30652727272727276
ANKRD54,-0.2050508,0.0691,0.30677917710944025
MRPL37,0.2034144,0.0691,0.30677917710944025
CXCL2,-0.3427553,0.0691,0.30677917710944025
ZNF157,-0.5592514,0.0692,0.30696669449081804
SPATA7,0.1935955,0.0692,0.30696669449081804
C3orf52,-0.2393358,0.0692,0.30696669449081804
UBA2,0.2646093,0.0692,0.30696669449081804
C9,0.5521098,0.0693,0.30721278633902543
PPCS,-0.2456681,0.0693,0.30721278633902543
C12orf34,0.1995408,0.0694,0.30721278633902543
SERPING1,-0.1886076,0.0694,0.30721278633902543
COL9A2,-0.2506039,0.0694,0.30721278633902543
AGXT,-0.2619868,0.0694,0.30721278633902543
KLHL17,0.3278977,0.0694,0.30721278633902543
NOL10,-0.2220539,0.0694,0.30721278633902543
CACNA1C,0.2228464,0.0694,0.30721278633902543
LOC100128573,0.552253,0.0694,0.30721278633902543
SETD2,-0.2573401,0.0695,0.30739939658759885
LOC100133331,0.2890085,0.0695,0.30739939658759885
LOC145783,-0.42397,0.0695,0.30739939658759885
C9orf66,0.3750667,0.0695,0.30739939658759885
TTK,-0.3531274,0.0696,0.30758569646569645
PRR3,0.2050142,0.0696,0.30758569646569645
LOC339803,0.211979,0.0696,0.30758569646569645
RBKS,-0.200404,0.0696,0.30758569646569645
MS4A4A,0.4941637,0.0697,0.3076438745847176
MYOCD,0.405391,0.0697,0.3076438745847176
RAB18,-0.2048864,0.0697,0.3076438745847176
ZWILCH,-0.2113565,0.0697,0.3076438745847176
ARHGEF7,0.179733,0.0697,0.3076438745847176
WNK1,0.2922187,0.0697,0.3076438745847176
MALT1,-0.2690182,0.0698,0.307893463374144
MPG,0.2063502,0.0698,0.307893463374144
BTN2A2,0.2006754,0.0698,0.307893463374144
CACNB1,0.3343932,0.0699,0.3079511502590674
MMD2,-0.2181911,0.0699,0.3079511502590674
NPY6R,-0.3016111,0.0699,0.3079511502590674
CCDC138,-0.3386552,0.0699,0.3079511502590674
CCDC34,-0.202603,0.0699,0.3079511502590674
