GENE_SYMBOL,logFC,P.Value,FDR
NPPC,0.7293211,8.83e-05,0.02910573846153846
PNRC1,-0.7004812,8.9e-05,0.02910573846153846
PSMB10,0.7097672,9.24e-05,0.029410369863013697
TRAPPC6A,-0.758206,9.33e-05,0.029410369863013697
METRNL,0.7794825,9.46e-05,0.029410369863013697
HSPA1B,-0.8989377,9.87e-05,0.029410369863013697
NCOR2,0.8069255,9.9e-05,0.029410369863013697
C6orf125,0.6642018,0.0001,0.029410369863013697
PLA2G16,0.8116934,0.0001,0.029410369863013697
ODC1,0.9299497,0.000101,0.029410369863013697
TUBB4B,-0.7041174,0.000104,0.029759800000000003
LOC387723,-0.9184856,0.000105,0.029759800000000003
STAC2,0.9377592,0.000108,0.030091077922077922
FAM83H,-0.8635463,0.000109,0.030091077922077922
LRBA,-0.6602354,0.000113,0.030795397435897435
ERCC2,0.8105612,0.000116,0.03121281012658228
LIMD2,-0.852888,0.000125,0.03163832558139535
HNRNPM,-0.8416792,0.000126,0.03163832558139535
CECR5-AS1,1.0072309,0.000126,0.03163832558139535
QRICH2,-0.6769571,0.000127,0.03163832558139535
SLC16A9,0.7110461,0.000128,0.03163832558139535
LOC100506295,-0.8901744,0.000128,0.03163832558139535
LRRC8A,-0.6341056,0.000128,0.03163832558139535
TCEB2,-0.627905,0.000132,0.03165444565217391
CYTB,-0.7591119,0.000133,0.03165444565217391
LY6G5C,-0.8999002,0.000135,0.03165444565217391
HIST1H1D,0.9858863,0.000136,0.03165444565217391
HTR5A,-1.0122361,0.000137,0.03165444565217391
COL2A1,-0.8768382,0.00014,0.03199978494623656
C21orf62,-0.8241035,0.000142,0.03211163829787234
ANGPTL2,0.8910237,0.000145,0.03244489473684211
C12orf5,-0.8070998,0.000147,0.03254978125
KCNIP4,0.6489165,0.000149,0.03265250515463917
HLF,0.821514,0.000155,0.03358606
SRSF3,-0.8237986,0.000158,0.03358606
XLOC_008662,-0.9891649,0.000162,0.03372504807692308
KCNIP1,0.6623731,0.000164,0.03372504807692308
B7H6,0.714031,0.000164,0.03372504807692308
LMO1,-0.7313633,0.000165,0.03372504807692308
LOC339290,-0.6674858,0.000168,0.0340112
PPP1R10,-0.6465205,0.000174,0.0347661214953271
ND2,-1.1736937,0.000175,0.0347661214953271
GALR1,-0.8030555,0.000181,0.035298321100917435
ZNF326,-0.8039444,0.000181,0.035298321100917435
GALNTL4,0.7818081,0.000188,0.03598772807017544
PHGDH,-0.8632464,0.000191,0.03598772807017544
DGCR8,-0.6657654,0.000192,0.03598772807017544
VGF,0.7775639,0.000193,0.03598772807017544
SLC12A4,0.6147245,0.000193,0.03598772807017544
MND1,-0.8567322,0.000195,0.03604447826086957
CCL27,-0.8446904,0.000199,0.03618960330578512
GNB4,0.6217604,0.0002,0.03618960330578512
BDNF,0.6388672,0.000202,0.03618960330578512
HIST1H1C,0.7689525,0.000204,0.03618960330578512
XLOC_006229,0.76348,0.000206,0.03618960330578512
LOC100130027,-0.7823539,0.000206,0.03618960330578512
LOC100507217,-1.0317709,0.000209,0.036415680327868856
PENK,-1.1044431,0.000214,0.03698372357723577
PMF1-BGLAP,0.7553297,0.000221,0.03749266141732284
SPRYD4,-0.5681061,0.000222,0.03749266141732284
ZNF259,0.5894339,0.000223,0.03749266141732284
ATP6,-0.621371,0.000224,0.03749266141732284
SSFA2,0.57969,0.00023,0.037879015037593985
DPCR1,1.109438,0.000235,0.037879015037593985
IKBKAP,-0.7845181,0.000235,0.037879015037593985
RSPH4A,-0.8487507,0.000235,0.037879015037593985
SLC16A6,1.2826811,0.000236,0.037879015037593985
FOXJ1,-0.6295917,0.000237,0.037879015037593985
SDIM1,1.3763963,0.000243,0.03854814179104478
FAM54A,-0.8496719,0.000251,0.038874102739726024
GAS1,1.015797,0.000252,0.038874102739726024
GRB10,0.6332663,0.000257,0.038874102739726024
C16orf57,-0.6776831,0.000258,0.038874102739726024
GRAP2,-0.5524238,0.000259,0.038874102739726024
DYNLL1,-0.5742436,0.000261,0.038874102739726024
SNORA8,0.6139236,0.000261,0.038874102739726024
RAD50,0.6096102,0.000262,0.038874102739726024
LMO3,-1.0922417,0.000263,0.038874102739726024
LOC100506661,-0.5765331,0.000266,0.038874102739726024
LOC147804,-0.5571651,0.000267,0.038874102739726024
SNAR-G2,-1.1461206,0.000267,0.038874102739726024
TNFAIP3,1.0090548,0.000269,0.038898863945578226
SPRY1,0.6790601,0.000273,0.038925155844155845
PRR5L,0.570749,0.000273,0.038925155844155845
NCOA6,0.5812683,0.000277,0.038925155844155845
LCN15,0.7106688,0.000278,0.038925155844155845
SLC25A37,0.5944427,0.000279,0.038925155844155845
FTCD,-0.700619,0.000281,0.038925155844155845
AVIL,-0.6522655,0.000282,0.038925155844155845
ENDOD1,0.7962476,0.000285,0.03908545161290322
XLOC_l2_015098,-0.5808093,0.00029,0.03951621794871795
DDX5,-0.5901112,0.000295,0.03994149681528663
ANTXR1,-0.6989913,0.000298,0.0400923164556962
BMP5,-0.616411,0.0003,0.04010754716981132
PIM2,-0.6643636,0.000302,0.0401225875
CYB5B,-0.5767785,0.00031,0.040929627329192544
NRP1,0.6528056,0.000312,0.040939407407407404
MAP4K2,0.6158371,0.000318,0.041225696969696975
CHST8,0.6910876,0.00032,0.041225696969696975
KLF5,-0.5869713,0.00032,0.041225696969696975
MGEA5,-0.7194698,0.000323,0.04136151204819277
LEFTY1,0.6564969,0.000326,0.04139521052631579
SESN2,-0.7519368,0.000329,0.04139521052631579
COG7,0.5390967,0.000331,0.04139521052631579
ABCB7,0.5391749,0.000332,0.04139521052631579
MFSD6,-0.6936564,0.000333,0.04139521052631579
MLXIP,0.6293842,0.000337,0.04164888953488372
RAB36,-0.698164,0.000343,0.041903166666666665
POLI,0.548253,0.000343,0.041903166666666665
TM4SF19,0.9360723,0.000347,0.042149594285714284
FAM195A,0.5684812,0.000349,0.042151664772727276
KHDRBS2,0.6699943,0.000355,0.042394578651685395
LINC00324,-0.5652656,0.000355,0.042394578651685395
DDX26B,-0.5650591,0.00036,0.04262529319371728
EEPD1,-0.5456278,0.000363,0.04262529319371728
C9orf169,-0.6723174,0.000366,0.04262529319371728
KCNE2,0.7564655,0.000369,0.04262529319371728
AMIGO3,-0.6008766,0.000371,0.04262529319371728
COBLL1,0.6237019,0.000371,0.04262529319371728
ZNF547,-0.6111892,0.000372,0.04262529319371728
C2orf81,-0.6330081,0.000378,0.04262529319371728
LOC386597,-0.9519629,0.00038,0.04262529319371728
PKI55,-0.7279465,0.00038,0.04262529319371728
IDH1,-0.6267049,0.00038,0.04262529319371728
LOC100129250,0.5817191,0.000381,0.04262529319371728
THBS4,0.6621832,0.000383,0.04262529319371728
SSR4P1,-1.0355544,0.000389,0.04306756770833334
XLOC_013986,-0.8995347,0.000396,0.04337286868686869
ZDHHC16,-0.510935,0.000403,0.04337286868686869
GPR39,-0.7124821,0.000403,0.04337286868686869
RLBP1,0.660269,0.000404,0.04337286868686869
ZNF207,-0.6370061,0.000404,0.04337286868686869
C10orf116,0.872792,0.000404,0.04337286868686869
NAT14,-0.6286982,0.00041,0.04379582914572864
IGSF21,1.1265421,0.000426,0.04481771428571429
BMP4,-0.9572775,0.000427,0.04481771428571429
ZP3,0.8343253,0.000428,0.04481771428571429
EN1,-0.5061435,0.000428,0.04481771428571429
ND1,-0.7186515,0.000432,0.04483111374407582
RPL27A,-1.0671675,0.000435,0.04483111374407582
HSPA8,-0.5983057,0.000436,0.04483111374407582
C14orf79,-0.6088222,0.000438,0.04483111374407582
XLOC_011488,-0.5360781,0.00044,0.04483111374407582
HBQ1,0.5873268,0.000444,0.04483111374407582
DGCR14,-0.5439866,0.000445,0.04483111374407582
SNTG2,0.7503529,0.000445,0.04483111374407582
LOC100506668,-0.5817127,0.000449,0.045008953051643194
B9D2,-0.5227327,0.000451,0.045008953051643194
LOC79015,0.7311885,0.000456,0.045060921658986175
AASS,0.5931382,0.000459,0.045060921658986175
ASB2,0.6908163,0.00046,0.045060921658986175
KIAA1239,0.6796724,0.00046,0.045060921658986175
COX19,-0.6071746,0.000467,0.045266022321428574
FMN2,-0.6313948,0.000472,0.045266022321428574
NOB1,0.5264885,0.000473,0.045266022321428574
XLOC_011513,-0.5096734,0.000473,0.045266022321428574
C17orf97,-0.7769803,0.000474,0.045266022321428574
JMJD7,-0.5805603,0.000475,0.045266022321428574
SCCPDH,0.5067597,0.000477,0.045266022321428574
ZNF581,0.6651526,0.000484,0.045433416309012875
CCDC96,-0.8093845,0.000488,0.045433416309012875
CREB5,0.824875,0.000488,0.045433416309012875
VCAN,-0.5485209,0.000489,0.045433416309012875
C7orf29,-0.5103186,0.00049,0.045433416309012875
LOC646168,-0.5468193,0.000493,0.045433416309012875
CORO1A,-0.5773239,0.000494,0.045433416309012875
C6orf57,0.6071494,0.000496,0.045433416309012875
PID1,0.6734426,0.000498,0.045433416309012875
TBC1D16,0.6005736,0.000503,0.04560111618257261
NTPCR,0.4949304,0.000506,0.04560111618257261
HSD3B7,0.5778477,0.000507,0.04560111618257261
TMEM106C,0.5319324,0.00051,0.04560111618257261
THAP8,0.5106461,0.000513,0.04560111618257261
FASTKD5,-0.5882039,0.000515,0.04560111618257261
CPEB1,0.5669397,0.000517,0.04560111618257261
PRR5-ARHGAP8,0.8039979,0.000517,0.04560111618257261
RSAD1,0.6238416,0.000526,0.045984530612244896
FAM134B,0.575741,0.000527,0.045984530612244896
C22orf46,-0.4957731,0.00053,0.045984530612244896
ALDOB,0.7377042,0.00053,0.045984530612244896
ASAP2,0.5195153,0.000535,0.046229654471544715
ABCG8,-0.6081625,0.000543,0.04673097570850202
TUBB,-0.5493235,0.000549,0.04674846215139442
MAGED1,-0.5360284,0.000549,0.04674846215139442
THBS2,0.6369045,0.000551,0.04674846215139442
HP07349,0.5716782,0.000552,0.04674846215139442
OXR1,0.5615871,0.000565,0.04696993470790378
PP14571,-0.8381847,0.000569,0.04696993470790378
ATP5E,-0.4772415,0.000574,0.04696993470790378
XLOC_004908,-0.7111009,0.000574,0.04696993470790378
LARGE,-0.6661689,0.000575,0.04696993470790378
RSPO3,-0.8003211,0.000577,0.04696993470790378
ANKRD37,0.7055658,0.000584,0.04696993470790378
NLRP3,0.501025,0.000584,0.04696993470790378
IRAK1,0.5209216,0.000585,0.04696993470790378
ASIP,0.6988948,0.000586,0.04696993470790378
CYB5D2,-0.5783268,0.000587,0.04696993470790378
HCAR2,0.7812807,0.000587,0.04696993470790378
CDC42EP1,0.7640254,0.000589,0.04696993470790378
CANT1,-0.5061326,0.000593,0.04696993470790378
LOC100616668,0.5492248,0.000594,0.04696993470790378
RASGEF1C,0.5451358,0.000594,0.04696993470790378
LOC100128292,-0.5074646,0.000598,0.04696993470790378
TACC3,-0.8759147,0.000598,0.04696993470790378
GTF2IRD1,0.6221039,0.0006,0.04696993470790378
IL11,0.868205,0.000603,0.04696993470790378
FAM149A,0.6062311,0.000604,0.04696993470790378
PLK3,0.5011593,0.00061,0.04696993470790378
UBTF,-0.5803514,0.000616,0.04696993470790378
CPNE1,0.6721879,0.000619,0.04696993470790378
XLOC_008923,0.852751,0.00062,0.04696993470790378
NPY5R,-0.6713446,0.000623,0.04696993470790378
PTPRCAP,-0.9538751,0.000625,0.04696993470790378
HEG1,0.4752424,0.000625,0.04696993470790378
ZNF239,0.565426,0.000627,0.04696993470790378
ZFAND2B,0.6198893,0.000627,0.04696993470790378
SDCBP2,0.5590399,0.000627,0.04696993470790378
ZCWPW1,0.5225082,0.00063,0.04696993470790378
ABCB9,-0.5058851,0.000633,0.04696993470790378
IL15,0.5774885,0.000639,0.04696993470790378
BCL2L10,-0.7551707,0.00064,0.04696993470790378
BAI3,-0.5153399,0.000641,0.04696993470790378
MCAM,0.6481049,0.000643,0.04696993470790378
PSPN,-0.5310812,0.000643,0.04696993470790378
CLPB,0.5367668,0.000643,0.04696993470790378
DUSP1,0.4980584,0.000643,0.04696993470790378
RBBP8,0.4870231,0.000649,0.04711010810810811
TCP11,0.5959235,0.000651,0.04711010810810811
C3orf62,-0.5850518,0.000654,0.04711010810810811
GNB1L,0.5520391,0.000654,0.04711010810810811
TOB2P1,-0.9111679,0.000656,0.04711010810810811
ZNF219,0.5373082,0.000663,0.047452494949494946
DOK3,-0.6246339,0.000668,0.04761568
IPW,-0.4633179,0.000671,0.04761568
CD59,-0.7429783,0.000672,0.04761568
DHRS4L2,-0.5180075,0.000678,0.04788121594684386
CNN2,0.7368046,0.000682,0.04791594389438944
TIGD3,-0.5976335,0.000683,0.04791594389438944
XLOC_005991,-0.7941367,0.000687,0.047984042345276874
IL1RAP,-0.5269461,0.000689,0.047984042345276874
ZNF655,-0.4846679,0.000691,0.047984042345276874
EGR1,-0.7771195,0.000693,0.047984042345276874
ND3,-0.5965275,0.000699,0.048223809061488675
PARP2,0.5334921,0.000701,0.048223809061488675
KHDRBS3,0.5719668,0.000708,0.04854824516129032
RIBC1,-0.5576432,0.000711,0.04859719292604502
SFPQ,-0.5928102,0.000716,0.04878208974358974
TRO,0.632328,0.00073,0.049577028753993606
C9orf46,0.6006249,0.000733,0.049622232484076434
NPTX2,0.6014023,0.000737,0.04971178164556962
OSBPL1A,0.4755812,0.000739,0.04971178164556962
TTTY18,-0.788986,0.000743,0.04982318927444795
PHLDA3,0.5550906,0.000747,0.04993389622641509
LOC728339,-0.5236449,0.000752,0.05011054545454545
POLA1,-0.6107095,0.000757,0.05019565732087227
COL5A2,-0.6832111,0.000758,0.05019565732087227
PDE6G,0.5344771,0.000763,0.050321354938271605
MFNG,0.6122019,0.000765,0.050321354938271605
LOC100505577,-0.5105982,0.000767,0.050321354938271605
COL23A1,0.7099269,0.000773,0.05047734743202417
FHL2,0.6222825,0.000781,0.05047734743202417
COPG2IT1,0.9120577,0.000782,0.05047734743202417
RTP1,-0.6267789,0.000783,0.05047734743202417
FADS3,0.5263799,0.000785,0.05047734743202417
HSPA12A,-0.5093253,0.000786,0.05047734743202417
TEAD4,0.5185128,0.000794,0.05050917014925374
TOX2,0.5269903,0.000795,0.05050917014925374
SNORA48,-0.5493937,0.000795,0.05050917014925374
DUSP16,0.7587555,0.000796,0.05050917014925374
BAAT,-0.6524768,0.000804,0.050864964285714284
SEMA5B,0.6615728,0.000808,0.05096633827893175
FKBP11,-0.5628938,0.000816,0.051318674556213015
CPAMD8,-0.4892927,0.00082,0.051402160818713453
PHGR1,0.8574911,0.000824,0.051402160818713453
KLF3,0.5125617,0.000826,0.051402160818713453
VWA5A,-0.6602439,0.000827,0.051402160818713453
HSD17B8,-0.5555147,0.000831,0.051500195335276965
CBFA2T3,0.6438666,0.000841,0.05150267428571429
UBE2D4,0.5033322,0.000841,0.05150267428571429
FYCO1,0.5864782,0.000845,0.05150267428571429
ADAM1,-0.568434,0.000845,0.05150267428571429
HNRNPH3,-0.4636229,0.000845,0.05150267428571429
ZNF552,-0.6875621,0.000846,0.05150267428571429
TNC,0.9586547,0.000848,0.05150267428571429
RBM12,-0.4734335,0.000854,0.05171931054131054
TXNL4B,-0.7078233,0.000858,0.051787592067988664
IL3RA,-0.9986374,0.00086,0.051787592067988664
CSRP2,-0.5481119,0.000865,0.0519415395480226
CNO,-0.5229288,0.000873,0.05208552209944751
HS3ST1,0.7429539,0.000875,0.05208552209944751
MFSD1,-0.467671,0.000875,0.05208552209944751
SPAG5-AS1,-0.6432978,0.000879,0.05208552209944751
LOC100507466,-0.9280354,0.000885,0.05208552209944751
LOC100507047,-0.4960362,0.000887,0.05208552209944751
PAK6,0.4711644,0.000887,0.05208552209944751
LGI1,0.5473023,0.000887,0.05208552209944751
TMEM190,0.5223243,0.000899,0.0522866987012987
TMEM2,-0.6836229,0.000903,0.0522866987012987
TLR9,0.7942862,0.000909,0.0522866987012987
HDAC2,-0.5458632,0.000911,0.0522866987012987
DTWD1,0.4643949,0.000912,0.0522866987012987
IER5,-0.5023939,0.000914,0.0522866987012987
CTH,0.5143557,0.000915,0.0522866987012987
TRAIP,-0.560106,0.000915,0.0522866987012987
SLC16A8,-0.4723635,0.000916,0.0522866987012987
C7orf44,0.4612587,0.000919,0.0522866987012987
C15orf39,-0.6712462,0.00092,0.0522866987012987
MESP1,0.502027,0.000922,0.0522866987012987
CD40LG,-0.8364314,0.000929,0.0522866987012987
XLOC_000505,-0.6683759,0.00093,0.0522866987012987
PEAR1,1.0619856,0.000933,0.0522866987012987
LCP1,-0.805555,0.000934,0.0522866987012987
CDH9,-0.5505326,0.000934,0.0522866987012987
C10orf140,-0.6663087,0.000938,0.0522866987012987
LOC729668,0.5230377,0.000939,0.0522866987012987
PON2,0.7384242,0.000941,0.0522866987012987
C10orf111,-0.5922605,0.000944,0.0522866987012987
ARID5A,0.4998131,0.000947,0.0522866987012987
PDZRN4,-0.6306405,0.000947,0.0522866987012987
C9orf116,-0.4663957,0.000956,0.05249507868020304
MFSD3,-0.465802,0.000956,0.05249507868020304
DCUN1D3,-0.4909459,0.000962,0.05249507868020304
CXCR4,0.5369531,0.000963,0.05249507868020304
HSF1,0.6053464,0.000965,0.05249507868020304
PKIB,0.7917693,0.000967,0.05249507868020304
FLJ30679,-0.6221133,0.00097,0.05249507868020304
ZNF814,-0.5617263,0.000972,0.05249507868020304
RABGGTB,0.5042417,0.000973,0.05249507868020304
C11orf45,-0.6653615,0.000982,0.052740919395466
BMP3,-0.819989,0.000985,0.052740919395466
DOCK2,-1.2340026,0.000985,0.052740919395466
RPIA,0.4527349,0.000988,0.052768633165829144
HIST2H2AA4,-0.5658432,0.000994,0.05295603508771931
MGC3771,-0.552869,0.001,0.0531425
TMEM176A,0.4923596,0.00101,0.053274367245657574
HIST2H2BE,-0.7971649,0.00101,0.053274367245657574
HCK,0.7720645,0.00101,0.053274367245657574
HCFC1,-0.6784007,0.00102,0.0535285230024213
GGCX,-0.4739515,0.00102,0.0535285230024213
SEMA3A,-0.5919151,0.00103,0.0535285230024213
CHRAC1,-0.4476461,0.00103,0.0535285230024213
C12orf70,0.5443038,0.00103,0.0535285230024213
LRTM2,-0.4869044,0.00104,0.0535285230024213
LRRN3,-0.6208352,0.00104,0.0535285230024213
NCOA5,-0.6589763,0.00104,0.0535285230024213
ECEL1,1.3139223,0.00104,0.0535285230024213
ZIC4,-0.6302794,0.00104,0.0535285230024213
MRPS24,0.4404953,0.00106,0.05415473809523809
DDIT4,-0.491762,0.00106,0.05415473809523809
KLHL4,-0.8471193,0.00106,0.05415473809523809
MINA,0.5172366,0.00107,0.05415473809523809
PCDH8,-0.647931,0.00107,0.05415473809523809
ZBTB2,-0.6996644,0.00107,0.05415473809523809
FAM5C,-0.7197451,0.00107,0.05415473809523809
KCNJ8,0.6563744,0.00108,0.05453102137767221
LOC613126,-0.6765023,0.00109,0.05490552132701421
PPIL6,0.4842608,0.00111,0.05521933333333333
MC1R,-0.645844,0.00111,0.05521933333333333
PIK3R3,-0.5099382,0.00111,0.05521933333333333
PRSS27,-0.7002896,0.00111,0.05521933333333333
LOC100144603,-0.4770525,0.00111,0.05521933333333333
QPCT,0.4843273,0.00112,0.05521933333333333
PCCB,0.5428587,0.00112,0.05521933333333333
ETFDH,0.4947449,0.00112,0.05521933333333333
XLOC_008667,0.5477241,0.00112,0.05521933333333333
LOC100129534,-0.5692753,0.00113,0.05521933333333333
GPCPD1,0.6905676,0.00113,0.05521933333333333
FOXP2,-0.5984565,0.00113,0.05521933333333333
IGIP,0.5659768,0.00113,0.05521933333333333
PUSL1,0.6234566,0.00114,0.05532643835616438
WDR86,-0.5049201,0.00114,0.05532643835616438
RNU11,0.5494616,0.00114,0.05532643835616438
LRRC3B,-0.5723648,0.00115,0.05555806818181818
CCDC8,0.459079,0.00115,0.05555806818181818
BCL2L12,0.4930101,0.00116,0.055787601809954755
PPARGC1B,0.5021951,0.00116,0.055787601809954755
MGC12916,-0.6600865,0.00117,0.05601506756756757
TRIM45,0.515403,0.00117,0.05601506756756757
C11orf94,-0.8349462,0.0012,0.05708757641921397
TMEM212,-0.5471295,0.0012,0.05708757641921397
CHRNA2,0.556961,0.00121,0.05708757641921397
TMEM136,0.4383557,0.00121,0.05708757641921397
ALG10,-0.4825965,0.00122,0.05708757641921397
GTF2H5,0.6617081,0.00122,0.05708757641921397
PEMT,0.4905097,0.00122,0.05708757641921397
C7orf50,0.4354003,0.00123,0.05708757641921397
C20orf29,-0.5049282,0.00123,0.05708757641921397
ARID4B,-0.5220114,0.00123,0.05708757641921397
MIR7-3HG,0.8278454,0.00123,0.05708757641921397
KCNQ1DN,-0.5630083,0.00123,0.05708757641921397
ZC3H4,-0.4904235,0.00123,0.05708757641921397
MAOA,-0.535763,0.00123,0.05708757641921397
LOC100507291,0.4991258,0.00126,0.05835254901960785
HYI,0.5354204,0.00127,0.058560498915401306
FLJ46875,0.474577,0.00127,0.058560498915401306
XLOC_003204,0.4684732,0.00128,0.05884448497854077
SNORA51,-0.5093971,0.00129,0.05884448497854077
MYH7B,0.6420131,0.00129,0.05884448497854077
DCUN1D4,-0.4730113,0.00129,0.05884448497854077
PCDH20,-0.6706288,0.00129,0.05884448497854077
MUCL1,0.9679235,0.0013,0.059173661670235536
ANKRD24,-0.733965,0.00131,0.059248234042553194
SRSF10,-0.4741437,0.00131,0.059248234042553194
VCP,-0.5584678,0.00131,0.059248234042553194
SCAI,0.4918951,0.00132,0.05927004192872117
RAB27B,-0.6200122,0.00132,0.05927004192872117
FAM150B,0.7487675,0.00133,0.05927004192872117
LINC00473,1.4952879,0.00133,0.05927004192872117
ZNF345,-0.4718914,0.00133,0.05927004192872117
NBPF10,0.41695486666666665,0.0007752146855069158,0.05047734743202417
LARS2,-0.4295678,0.00133,0.05927004192872117
TSPYL4,-0.5086354,0.00133,0.05927004192872117
FAM184A,0.4562969,0.00134,0.05934245833333334
FRAT1,-0.5691191,0.00134,0.05934245833333334
DOK4,0.6304645,0.00134,0.05934245833333334
ZFP3,-0.500992,0.00135,0.05953724066390041
CPSF4,-0.4630125,0.00135,0.05953724066390041
SYT4,0.5459455,0.00136,0.05967641393442622
LOC100134259,0.5667045,0.00137,0.05967641393442622
C1QL4,-0.6759446,0.00137,0.05967641393442622
RARA,0.4960046,0.00137,0.05967641393442622
CYBB,-0.5067205,0.00137,0.05967641393442622
KLF10,-0.629228,0.00137,0.05967641393442622
KDM4A,-0.614822,0.00139,0.06042378323108385
YTHDC1,-0.6027877,0.0014,0.06048739837398374
SOX8,0.6946811,0.0014,0.06048739837398374
FLJ39051,0.5484771,0.0014,0.06048739837398374
GYG1,0.457933,0.00141,0.06079588235294118
PRR22,-0.7509606,0.00142,0.061103117408906886
RHBDD2,-0.4975031,0.00143,0.06128530241935484
RANBP6,-0.5772575,0.00143,0.06128530241935484
ZNF304,-0.6440644,0.00144,0.06158969818913481
ZNF281,-0.4271842,0.00145,0.06189287148594377
PPP3CC,0.5029826,0.00146,0.06219482965931863
CDH18,-0.526609,0.00147,0.06249558
KDM6A,-0.4861434,0.00148,0.06261751937984496
C21orf71,-0.6753435,0.00149,0.06261751937984496
PCYT2,0.4352919,0.00149,0.06261751937984496
UFSP2,0.5027627,0.0015,0.06261751937984496
ZRANB2,-0.5034273,0.0015,0.06261751937984496
IER3,-0.5050418,0.00151,0.06261751937984496
MURC,-0.4718682,0.00151,0.06261751937984496
EPDR1,0.5730042,0.00151,0.06261751937984496
DNAJB1,-0.4884841,0.00151,0.06261751937984496
NPPA-AS1,-0.7856367,0.00151,0.06261751937984496
C21orf63,0.4674515,0.00151,0.06261751937984496
LOC339822,0.6719223,0.00152,0.06261751937984496
FAM162A,0.4789927,0.00152,0.06261751937984496
PDRG1,-0.5643678,0.00152,0.06261751937984496
TTC7B,0.4735089,0.00152,0.06261751937984496
PCYT1B,-0.571432,0.00152,0.06261751937984496
FGFR1OP,0.6033967,0.00153,0.06290756286266924
MANBA,0.4502001,0.00154,0.06319648648648649
CACNA1H,0.6727609,0.00155,0.06324059500959693
RGS10,0.5006685,0.00155,0.06324059500959693
SHISA4,0.4788904,0.00155,0.06324059500959693
SYT7,0.4745743,0.00156,0.06340520076481836
PARVA,0.4431534,0.00156,0.06340520076481836
LHX9,-0.606793,0.00157,0.06368986641221373
