GENE_SYMBOL,logFC,P.Value,FDR
H1FX-AS1,-1.8692234,1.42e-07,0.0015091759999999999
PENK,-2.1863543,5.51e-07,0.0036985440000000002
DARC,-1.5590276,8.5e-07,0.0036985440000000002
PRSS56,1.7834825,8.7e-07,0.0036985440000000002
LOC388882,-1.1559718,1.52e-06,0.004772938181818181
ARRDC4,-2.0153342,2.23e-06,0.004772938181818181
TXNIP,-2.4591336,2.24e-06,0.004772938181818181
LY6G5C,-1.3756379,2.29e-06,0.004772938181818181
FLJ16779,-1.1147593,2.42e-06,0.004772938181818181
LRTM2,-1.5920882,2.47e-06,0.004772938181818181
HSD17B14,1.1811513,3.35e-06,0.005511377142857142
DLK1,1.22452,3.38e-06,0.005511377142857142
ECEL1,1.6090366,3.63e-06,0.005511377142857142
FABP3,2.229522,4.27e-06,0.0057789749999999996
C11orf96,1.421965,4.35e-06,0.0057789749999999996
HSD3B7,1.0960907,6.36e-06,0.006882895238095238
NKD2,1.3940646,6.56e-06,0.006882895238095238
CDH3,1.0571944,6.91e-06,0.006882895238095238
PLEKHB1,1.1231616,6.92e-06,0.006882895238095238
nan,-0.00035488564231737994,1.775502238720078e-35,3.7740075586233976e-31
XLOC_008662,-1.5854464,7.37e-06,0.006882895238095238
LOC100507194,0.9237947,7.52e-06,0.006882895238095238
C1QL4,-1.0369955,7.99e-06,0.006882895238095238
BDKRB2,2.0103999,8.02e-06,0.006882895238095238
CLCNKB,0.9811276,8.21e-06,0.006882895238095238
SYNPR,-1.0145697,9.2e-06,0.006882895238095238
DDX17,-1.2732876,9.48e-06,0.006882895238095238
TOB2P1,-1.073177,9.78e-06,0.006882895238095238
MFSD6,-0.9204285,9.97e-06,0.006882895238095238
TMEM8A,0.9271637,1.01e-05,0.006882895238095238
GPR39,-1.5970813,1.03e-05,0.006882895238095238
RAB36,-0.8866657,1.14e-05,0.006882895238095238
C9orf24,-1.9138148,1.19e-05,0.006882895238095238
BGLAP,0.8756215,1.21e-05,0.006882895238095238
TBC1D2,0.8727191,1.21e-05,0.006882895238095238
CECR5-AS1,1.1618259,1.23e-05,0.006882895238095238
DNAJC22,-1.1584692,1.25e-05,0.006882895238095238
C10orf116,1.628952,1.26e-05,0.006882895238095238
HBQ1,1.0204247,1.3e-05,0.006882895238095238
TMEM54,0.8387651,1.32e-05,0.006882895238095238
ZCWPW1,0.924778,1.35e-05,0.006882895238095238
COL5A2,-1.0862484,1.36e-05,0.006882895238095238
LRRC66,-1.5297779,1.45e-05,0.006959625806451613
LINGO3,0.8142704,1.59e-05,0.006959625806451613
IKBKAP,-1.0556791,1.65e-05,0.006959625806451613
ENDOD1,0.9123816,1.7e-05,0.006959625806451613
RAB37,0.8528214,1.74e-05,0.006959625806451613
LOC100507303,0.9198473,1.78e-05,0.006959625806451613
C6orf125,0.9667916,1.82e-05,0.006959625806451613
TMEM176A,0.9779593,1.83e-05,0.006959625806451613
FBXO9,-1.0690186,1.86e-05,0.006959625806451613
RILPL1,1.0518624,1.86e-05,0.006959625806451613
ITGA10,-1.3666389,1.87e-05,0.006959625806451613
SLC2A4RG,0.9495423,1.88e-05,0.006959625806451613
QRICH2,-0.9297019,1.9e-05,0.006959625806451613
KCNQ1DN,-1.0648228,1.91e-05,0.006959625806451613
LOC646168,-0.8533591,1.94e-05,0.006959625806451613
PKI55,-1.1172778,1.95e-05,0.006959625806451613
CPEB1,0.922494,1.95e-05,0.006959625806451613
DDX26B,-0.8434949,2.01e-05,0.006959625806451613
SRSF3,-0.9396393,2.01e-05,0.006959625806451613
LRRN4CL,-1.1645972,2.03e-05,0.006959625806451613
ERCC2,0.91736,2.18e-05,0.007250334246575342
CCDC96,-0.816784,2.25e-05,0.007250334246575342
CREB1,-0.8015,2.25e-05,0.007250334246575342
AMH,-1.5996512,2.32e-05,0.007250334246575342
LOC387723,-0.9263548,2.34e-05,0.007250334246575342
TNFAIP3,1.1121835,2.34e-05,0.007250334246575342
PCYT2,0.8625691,2.38e-05,0.007250334246575342
XLOC_l2_000353,0.8501144,2.41e-05,0.007250334246575342
ATP6,-0.9238375,2.44e-05,0.007250334246575342
CAMK2N1,0.9554039,2.47e-05,0.007250334246575342
TRAIP,-1.2751583,2.49e-05,0.007250334246575342
PLA2G16,1.0555121,2.74e-05,0.007625590000000001
TMEM120A,0.874127,2.77e-05,0.007625590000000001
EIF5,-0.9750069,2.8e-05,0.007625590000000001
CNN2,1.1486853,2.82e-05,0.007625590000000001
HYI,0.8096791,2.82e-05,0.007625590000000001
CACNG1,1.6167515,2.85e-05,0.007625590000000001
LCN15,1.1754298,2.87e-05,0.007625590000000001
PNRC1,-0.8183268,2.99e-05,0.007727181176470587
XLOC_000527,0.8248977,3.07e-05,0.007727181176470587
RDH5,-1.1074901,3.07e-05,0.007727181176470587
LRRC36,0.9561271,3.09e-05,0.007727181176470587
XLOC_l2_011793,0.8657944,3.09e-05,0.007727181176470587
PSMB10,0.7139194,3.33e-05,0.008184781609195403
SNAR-F,-1.2876259,3.35e-05,0.008184781609195403
CD59,-0.7253428,3.47e-05,0.008266222222222222
XLOC_l2_013031,-1.0004139,3.48e-05,0.008266222222222222
C15orf39,-1.0397881,3.5e-05,0.008266222222222222
ISG15,0.8103258,3.73e-05,0.008712624175824175
HTR5A,-1.3859128,3.86e-05,0.00879327157894737
IL10RA,0.8554429,3.91e-05,0.00879327157894737
CREB5,0.742286,3.92e-05,0.00879327157894737
RSPO3,-1.029747,3.93e-05,0.00879327157894737
ZNF581,0.8862776,4.07e-05,0.008892816326530613
TRO,0.8237412,4.08e-05,0.008892816326530613
DDX5,-0.7597844,4.1e-05,0.008892816326530613
TMEM190,1.3365874,4.23e-05,0.00908210909090909
TCEB2,-0.8274394,4.3e-05,0.00914008
R3HDM2,0.6692714,4.38e-05,0.009162780582524272
IPO9,-1.2976642,4.44e-05,0.009162780582524272
SEPT5,0.8030088,4.44e-05,0.009162780582524272
PCP4,0.7523507,4.49e-05,0.00917686923076923
BMP5,-1.2410292,4.8e-05,0.009665464150943395
NIM1,-0.9134145,4.82e-05,0.009665464150943395
FAM131C,1.0612476,5.04e-05,0.009958829629629629
PCDH8,-1.4683145,5.06e-05,0.009958829629629629
ARHGAP8,1.3460249,5.21e-05,0.009996064864864866
LDHD,0.7482605,5.22e-05,0.009996064864864866
PCBP3,0.7212252,5.22e-05,0.009996064864864866
GHDC,0.8114857,5.3e-05,0.010058642857142858
HEXB,0.703062,5.48e-05,0.010308219469026547
UBTF,-0.7798836,5.61e-05,0.010460189473684212
LRRC8A,-0.6735261,5.75e-05,0.010628
LOC100506295,-0.8736469,6.09e-05,0.010979338842975207
OBSL1,-0.7861099,6.1e-05,0.010979338842975207
ABCG8,-0.7715067,6.12e-05,0.010979338842975207
ZFP3,-0.6802453,6.17e-05,0.010979338842975207
RIPK1,-0.7518473,6.24e-05,0.010979338842975207
H2AFB3,-0.710392,6.25e-05,0.010979338842975207
SLC16A6,1.1567692,6.5e-05,0.011188124324324325
NTRK3,-0.7384644,6.55e-05,0.011188124324324325
NTN1,-1.0298548,6.56e-05,0.011188124324324325
RHBDF1,1.1399648,6.72e-05,0.011188124324324325
AGAP3,0.6244347,6.92e-05,0.011188124324324325
SLC9A9,-0.9149698,6.96e-05,0.011188124324324325
NXPH3,-0.6846188,6.98e-05,0.011188124324324325
SLC6A9,-0.6779183,7.01e-05,0.011188124324324325
SNAR-H,-1.248314,7.09e-05,0.011188124324324325
C21orf62,-1.3023883,7.11e-05,0.011188124324324325
CABP7,-0.9453935,7.22e-05,0.011188124324324325
ZNF140,-0.667713,7.26e-05,0.011188124324324325
C19orf70,0.7114493,7.29e-05,0.011188124324324325
KCNK10,-1.0240433,7.37e-05,0.011188124324324325
GTF2H5,0.8483357,7.4e-05,0.011188124324324325
LMO1,-1.1184326,7.42e-05,0.011188124324324325
DHRS13,0.626057,7.49e-05,0.011188124324324325
UPF1,-0.7244166,7.53e-05,0.011188124324324325
TRIM47,0.730224,7.56e-05,0.011188124324324325
LMO3,-1.7599396,7.6e-05,0.011188124324324325
DOK3,-0.6440322,7.6e-05,0.011188124324324325
PUSL1,0.6562679,7.63e-05,0.011188124324324325
IL11,1.2889584,7.67e-05,0.011188124324324325
COPG2IT1,1.3165295,7.74e-05,0.011188124324324325
LHX2,-0.8495621,7.77e-05,0.011188124324324325
NINJ1,0.6892684,7.79e-05,0.011188124324324325
KLK1,0.8753344,7.88e-05,0.011237338666666666
PMF1-BGLAP,0.6661825,7.93e-05,0.011237338666666666
FBXO27,0.8276641,8.06e-05,0.011345917880794702
C4orf17,0.714574,8.35e-05,0.011433351552795032
BAI3,-0.8147374,8.35e-05,0.011433351552795032
CDH9,-1.3001393,8.37e-05,0.011433351552795032
CCNB3,0.7255349,8.42e-05,0.011433351552795032
LOC729970,0.7695091,8.45e-05,0.011433351552795032
PRMT8,-0.9520484,8.59e-05,0.011433351552795032
IFI27L2,0.6788463,8.6e-05,0.011433351552795032
FBXL14,0.9294256,8.65e-05,0.011433351552795032
LOC100507217,-1.1898998,8.66e-05,0.011433351552795032
PHGDH,-0.974199,8.66e-05,0.011433351552795032
DVL1,0.6263813,8.86e-05,0.011535268292682926
CUX2,-0.8431506,8.87e-05,0.011535268292682926
LOC100128108,0.6172673,8.9e-05,0.011535268292682926
FDFT1,0.6523239,9e-05,0.01159418181818182
C9orf9,0.7309799,9.08e-05,0.011614885714285714
MC1R,-1.2396772,9.18e-05,0.011614885714285714
DHCR7,0.7043813,9.18e-05,0.011614885714285714
LRBA,-0.688323,9.29e-05,0.011634863157894738
SNORA48,-0.7125404,9.34e-05,0.011634863157894738
PIM2,-0.7594593,9.36e-05,0.011634863157894738
SPRY1,0.7457691,9.43e-05,0.01165372558139535
CROT,-0.5870958,9.5e-05,0.011672369942196533
C12orf5,-0.9877184,9.8e-05,0.011719524324324325
SGK1,-0.9350389,9.92e-05,0.011719524324324325
B9D2,-0.6893072,9.94e-05,0.011719524324324325
ZNF281,-0.5873977,9.95e-05,0.011719524324324325
SLC25A37,0.6603721,9.98e-05,0.011719524324324325
TNC,1.9031804,0.0001,0.011719524324324325
NRGN,-0.8862466,0.0001,0.011719524324324325
LOC100505894,0.7728966,0.0001,0.011719524324324325
MPST,0.6758391,0.000101,0.011719524324324325
LOC100507495,-0.6835406,0.000101,0.011719524324324325
IER5,-0.7007667,0.000102,0.011719524324324325
C1orf213,0.7317579,0.000102,0.011719524324324325
SFXN4,0.7122191,0.000105,0.011935187165775402
RNF182,-0.7062203,0.000105,0.011935187165775402
KRT34,-0.9639207,0.000107,0.011942804123711341
SRSF10,-0.7220525,0.000107,0.011942804123711341
NAGPA,-0.6691992,0.000107,0.011942804123711341
VCAN,-0.6783281,0.000108,0.011942804123711341
FOXD4,-0.9463554,0.000109,0.011942804123711341
ZBED6,-0.8244711,0.000109,0.011942804123711341
LRRN3,-0.859639,0.000109,0.011942804123711341
ZNF462,-0.6426853,0.00011,0.011990564102564102
HNRNPM,-0.8849349,0.000111,0.01202359595959596
TRPC4,-0.7807438,0.000112,0.01202359595959596
ADH1C,-0.8786059,0.000112,0.01202359595959596
XLOC_008667,0.7883613,0.000114,0.01211592
TTC7B,0.5941591,0.000114,0.01211592
XLOC_l2_008008,0.6745742,0.000115,0.01216139303482587
LOC100507468,0.9840644,0.000117,0.01229513725490196
CTSF,-0.6032271,0.000118,0.01229513725490196
KLF10,-0.6934175,0.000118,0.01229513725490196
EWSR1,-0.8351133,0.000119,0.01232231884057971
EXTL1,-0.6586754,0.00012,0.01232231884057971
EGFL6,1.2354703,0.00012,0.01232231884057971
NGB,-0.9607775,0.000121,0.012365269230769232
PYGL,0.7482661,0.000122,0.01237438497652582
MAP4K2,0.7167198,0.000123,0.01237438497652582
TRAPPC6A,-0.7111715,0.000123,0.01237438497652582
SLITRK1,-0.7453387,0.000124,0.01237438497652582
GAL3ST4,-0.7764917,0.000124,0.01237438497652582
STAC2,0.7043478,0.000126,0.012457004651162791
THAP8,0.6262246,0.000126,0.012457004651162791
PCDH20,-0.9311727,0.000134,0.013103013698630137
PCBD1,0.6252771,0.000135,0.013103013698630137
SHC3,0.9678304,0.000135,0.013103013698630137
RSAD1,0.5803853,0.000135,0.013103013698630137
FAM175A,0.7134873,0.000137,0.013176796380090498
CACNA2D2,-0.6041491,0.000137,0.013176796380090498
C18orf1,1.1889197,0.00014,0.013284999999999998
ACSS2,0.7117083,0.00014,0.013284999999999998
PSPN,-0.9382703,0.00014,0.013284999999999998
MCAM,0.9343047,0.000142,0.013414897777777778
ANKRD37,0.7659064,0.000144,0.013459039301310044
FAM181B,-0.7558933,0.000144,0.013459039301310044
IPW,-0.6842324,0.000145,0.013459039301310044
SLC39A4,0.5867237,0.000145,0.013459039301310044
PPP1R10,-0.623719,0.000146,0.013492939130434782
TESK2,-0.6187379,0.000147,0.013526545454545454
NECAB2,0.7126219,0.00015,0.01374310344827586
LIMD2,-0.7819808,0.000152,0.013748561702127661
TRIM45,0.579889,0.000152,0.013748561702127661
LOC100506662,0.8351294,0.000152,0.013748561702127661
EPDR1,0.858271,0.000154,0.013847269709543569
BEND6,0.7246658,0.000155,0.013847269709543569
B7H6,0.8323023,0.000156,0.013847269709543569
PKN3,0.6802107,0.000156,0.013847269709543569
ODC1,0.7286995,0.000157,0.013847269709543569
NPC2,0.7243406,0.000157,0.013847269709543569
LITAF,1.2198748,0.000159,0.013941182186234819
TRIM58,-0.724338,0.00016,0.013941182186234819
KRT31,-1.3677222,0.000161,0.013941182186234819
RAPGEF1,0.6738987,0.000162,0.013941182186234819
GRM2,-0.6701747,0.000162,0.013941182186234819
CXorf57,0.6916768,0.000162,0.013941182186234819
MIR7-3HG,1.2397182,0.000164,0.014007785440613027
SRSF2,-0.6949427,0.000165,0.014007785440613027
OTOF,0.7765609,0.000166,0.014007785440613027
KIAA1908,-0.8875506,0.000167,0.014007785440613027
ELFN2,0.6422016,0.000167,0.014007785440613027
CCK,-0.721854,0.000169,0.014007785440613027
PON2,0.6220961,0.00017,0.014007785440613027
NPTX2,0.7070074,0.000171,0.014007785440613027
NTPCR,0.5393627,0.000171,0.014007785440613027
QPCT,0.5620714,0.000171,0.014007785440613027
RASL10B,0.5696383,0.000171,0.014007785440613027
PPAN-P2RY11,-0.6299587,0.000172,0.014007785440613027
FAM149A,0.5765907,0.000172,0.014007785440613027
PDZRN4,-0.9943086,0.000172,0.014007785440613027
PRR5-ARHGAP8,1.091076,0.000173,0.014009636363636365
SEL1L3,-0.7489983,0.000174,0.014009636363636365
DNALI1,-0.732316,0.000174,0.014009636363636365
C11orf65,0.5272332,0.000175,0.014036981132075473
FLJ46875,0.5778466,0.000176,0.01406412030075188
NCAPG,-0.8210413,0.000178,0.014170666666666666
TUBB4A,-0.6482161,0.000179,0.014197104477611938
SNAR-B2,-1.2390548,0.000181,0.014274102189781021
LCP1,-1.0099425,0.000183,0.014274102189781021
PKN1,0.6980853,0.000183,0.014274102189781021
LOC283454,0.9814048,0.000183,0.014274102189781021
THBS2,0.8078167,0.000184,0.014274102189781021
INTU,0.7636088,0.000184,0.014274102189781021
LYPD1,-0.9297029,0.000185,0.014299490909090908
HEY1,-0.7081751,0.000187,0.014401710144927535
LGR6,-0.8101132,0.000188,0.014423714285714286
RECQL4,-0.6711467,0.000189,0.014423714285714286
FZD3,-0.6359519,0.00019,0.014423714285714286
ICA1,0.5452166,0.00019,0.014423714285714286
RABGGTB,0.6118132,0.000191,0.01444802846975089
VCP,-0.6720267,0.000195,0.014569509933774835
XLOC_003204,0.6707269,0.000196,0.014569509933774835
STAT5A,0.9140454,0.000196,0.014569509933774835
WSCD1,0.9608688,0.000197,0.014569509933774835
ING3,-0.6686072,0.000197,0.014569509933774835
ARSG,0.675321,0.000197,0.014569509933774835
LOC100287559,-0.7228729,0.000198,0.014569509933774835
GSTM3,0.5496948,0.000201,0.014569509933774835
PDGFA,0.8022765,0.000201,0.014569509933774835
APBB3,0.5298257,0.000201,0.014569509933774835
ACOT13,0.698633,0.000202,0.014569509933774835
DHRS1,-0.5603798,0.000203,0.014569509933774835
ZNF557,-0.5358954,0.000204,0.014569509933774835
EGFLAM,-1.0294228,0.000205,0.014569509933774835
FHL2,0.6566368,0.000205,0.014569509933774835
ESPNL,-0.7220317,0.000205,0.014569509933774835
LOC100506476,0.8446715,0.000205,0.014569509933774835
NPY5R,-0.7179583,0.000206,0.014569509933774835
MAGED1,-0.5688058,0.000207,0.014569509933774835
FAM5C,-1.3641663,0.000207,0.014569509933774835
SNTG2,0.552044,0.000207,0.014569509933774835
BAI2,0.5695005,0.000209,0.014635278688524591
CDH18,-1.1434143,0.00021,0.014635278688524591
DCXR,0.6934296,0.00021,0.014635278688524591
YPEL5,-0.5598295,0.000215,0.014886123778501627
HP07349,0.7039897,0.000215,0.014886123778501627
GFRA2,-0.7083002,0.000216,0.014906805194805195
WBSCR27,0.6077472,0.00022,0.015084903225806452
NT5M,0.5029398,0.00022,0.015084903225806452
SCARNA9,0.7103118,0.000223,0.015182857142857142
GANC,0.7882636,0.000224,0.015182857142857142
RALYL,-1.2523705,0.000224,0.015182857142857142
HBP1,-0.6249405,0.000225,0.015182857142857142
UAP1L1,0.8573251,0.000225,0.015182857142857142
LOC100507291,0.6092627,0.000226,0.015202075949367087
TSPO,0.6548458,0.000228,0.01528822712933754
RAD52,0.7716164,0.000229,0.015306993710691824
MGC72080,0.544563,0.000231,0.015392275862068965
HDAC2,-0.5892032,0.000232,0.015410600000000002
SLC16A9,0.5624204,0.000234,0.015495028037383177
SNORA8,0.5869681,0.000235,0.015512919254658385
BCHE,-0.5873992,0.000238,0.015662315789473684
NRXN1,-0.6122171,0.000244,0.015847668639053254
RFFL,0.6137918,0.000244,0.015847668639053254
SLC29A2,0.5965521,0.000246,0.015847668639053254
FLJ25758,-0.8781467,0.000246,0.015847668639053254
PRSS27,-0.5804397,0.000247,0.015847668639053254
XLOC_l2_003188,0.5773635,0.000248,0.015847668639053254
TRAPPC2L,0.5475191,0.000249,0.015847668639053254
TMEM35,-0.5105682,0.000249,0.015847668639053254
KCNIP4,0.7490469,0.000249,0.015847668639053254
GBA,-0.577599,0.000249,0.015847668639053254
TGFB1I1,0.6626886,0.00025,0.015847668639053254
ACAT2,0.5643187,0.00025,0.015847668639053254
AQP11,0.5243292,0.000251,0.015847668639053254
NDUFV3,0.6245752,0.000252,0.015847668639053254
PAQR9,-0.5123653,0.000252,0.015847668639053254
C2orf28,0.6188574,0.000254,0.015879482352941173
NOB1,0.5723418,0.000254,0.015879482352941173
LOC389493,0.8959014,0.000256,0.015910923976608187
C20orf141,0.6780302,0.000256,0.015910923976608187
LOC400548,-0.6564811,0.000263,0.01626175358166189
SCG2,0.6799385,0.000265,0.01626175358166189
ZNF259,0.5858864,0.000265,0.01626175358166189
SSFA2,0.526075,0.000266,0.01626175358166189
SPRYD4,-0.4976047,0.000267,0.01626175358166189
TOP2B,-0.5201765,0.000267,0.01626175358166189
PGM1,0.6283548,0.000267,0.01626175358166189
SH3GL3,-0.4771424,7.008656312387727e-05,0.011188124324324325
FAM127C,-0.6085868,0.000273,0.016539078651685395
TSNAXIP1,-0.6320079,0.000274,0.016539078651685395
LOC100507466,-1.2247439,0.000274,0.016539078651685395
FMN2,-0.6998308,0.000275,0.016539078651685395
HSF1,0.4851649,0.000276,0.016539078651685395
DPP7,0.5690168,0.000277,0.016539078651685395
HRASLS,0.5729907,0.000277,0.016539078651685395
GLRX,-0.5561802,0.000279,0.01661183193277311
ADAMTS10,-0.6926643,0.000282,0.016743553072625702
SEL1L,-0.6259851,0.000285,0.016874540389972145
GYG1,0.592448,0.000286,0.016886711111111112
CELF4,-0.8013944,0.000287,0.01689881440443213
TUBB2A,-0.5174205,0.000288,0.01691085082872928
ZNF207,-0.6680562,0.000289,0.016922820936639115
ZDHHC16,-0.506441,0.00029,0.016934725274725275
SLC29A1,0.6082602,0.000295,0.017179506849315067
ELP2,0.4885668,0.000297,0.01724872131147541
MANBA,0.6003025,0.000299,0.01731755858310627
TMEM87B,-0.486803,0.0003,0.017328260869565217
ZNF304,-0.6829391,0.000302,0.017376370179948582
TIGD3,-0.6178314,0.000304,0.017376370179948582
RNASEH2C,-0.6695811,0.000306,0.017376370179948582
CNGA4,-0.9595003,0.000306,0.017376370179948582
TMEM106C,0.5530919,0.000307,0.017376370179948582
FAM123C,-0.6209923,0.000307,0.017376370179948582
COX19,-0.7535197,0.000308,0.017376370179948582
SAMD5,0.5869978,0.000309,0.017376370179948582
SETD4,-0.5271402,0.000309,0.017376370179948582
BRD2,-0.5676231,0.00031,0.017376370179948582
SIRT2,0.500247,0.000311,0.017376370179948582
MPPE1,0.4867727,0.000311,0.017376370179948582
PTPN3,-0.9325457,0.000312,0.017376370179948582
DACH1,-0.4917827,0.000314,0.017376370179948582
C11orf41,-0.7990529,0.000315,0.017376370179948582
LOC100506661,-0.4994819,0.000315,0.017376370179948582
NAT14,-0.5387273,0.000316,0.017376370179948582
XLOC_008923,0.990641,0.000317,0.017376370179948582
CIT,-0.7622886,0.000318,0.017376370179948582
SCML4,-1.1925439,0.000318,0.017376370179948582
FAT1,0.9807884,0.000318,0.017376370179948582
ANGPTL2,0.6527873,0.000319,0.017386317948717946
POLA1,-0.6210462,0.00032,0.01739621483375959
CORO1A,-0.4968739,0.000321,0.0174060612244898
LOC645752,0.2727108,0.0026401080732127522,0.04040182664090011
COX17,0.5550547,0.000324,0.017435301265822788
POU2F1,-0.606146,0.000324,0.017435301265822788
TCIRG1,0.8420287,0.000324,0.017435301265822788
SEMA3A,-0.6337977,0.000328,0.017605979797979798
MXD4,-0.600899,0.00033,0.017668715365239295
FRAT1,-0.7178198,0.000332,0.01769562
XLOC_005921,-0.5081857,0.000333,0.01769562
C6orf57,0.6375966,0.000333,0.01769562
C7orf50,0.4928911,0.000334,0.017704498753117207
THBS4,0.5678975,0.000336,0.017704628992628993
ZIC4,-0.663986,0.000337,0.017704628992628993
TMEM52,0.69502,0.000338,0.017704628992628993
SNHG7,0.5455105,0.000338,0.017704628992628993
ZYX,0.6226609,0.000339,0.017704628992628993
CEBPB,0.6106925,0.000339,0.017704628992628993
C17orf97,-0.9642657,0.00034,0.017713333333333334
ST8SIA3,-0.8501254,0.000342,0.017773965770171152
LOC441461,0.7084792,0.000345,0.017875527710843372
GTF2IRD1,0.509704,0.000346,0.017875527710843372
TXNL4B,-0.8685742,0.000347,0.017875527710843372
CLEC4G,0.639633,0.000348,0.017875527710843372
TMEM116,0.5545754,0.000349,0.017875527710843372
ESRRB,-1.0957812,0.000349,0.017875527710843372
BLVRB,0.6301841,0.000352,0.017881232227488154
C16orf93,-0.7473703,0.000352,0.017881232227488154
XLOC_011305,-0.5597282,0.000352,0.017881232227488154
TSPYL4,-0.6761291,0.000354,0.017881232227488154
YTHDC1,-0.7449523,0.000354,0.017881232227488154
HDDC3,0.5301674,0.000355,0.017881232227488154
FAM83H,-0.7535848,0.000355,0.017881232227488154
SHISA4,0.515854,0.000356,0.017889210401891252
MED10,-0.6318816,0.000361,0.018097679245283018
HABP4,0.5498368,0.000363,0.01812719626168224
LGALS1,0.5485999,0.000364,0.01812719626168224
FBXO5,-0.5907655,0.000365,0.01812719626168224
C6orf222,-0.7207476,0.000365,0.01812719626168224
IRAK1,0.6628838,0.000366,0.018128680459770116
GCHFR,0.6758002,0.000367,0.018128680459770116
RELN,-0.5506612,0.00037,0.018128680459770116
WLS,-0.6561873,0.00037,0.018128680459770116
LOC100507602,0.5615096,0.00037,0.018128680459770116
TUBB,-0.5130111,0.000371,0.018128680459770116
PCDH11Y,-0.7170032,0.000371,0.018128680459770116
RNF125,-1.0361577,0.000373,0.018184605504587156
ANTXR1,-0.7959437,0.000374,0.018191633867276888
TERF1,-0.5010611,0.000378,0.018294489887640448
HIST2H2BE,-0.7360218,0.000379,0.018294489887640448
ZNF446,-0.5349286,0.00038,0.018294489887640448
CCL27,-0.8627913,0.00038,0.018294489887640448
ZNF358,0.5651894,0.000382,0.018294489887640448
SPRY4,0.591836,0.000382,0.018294489887640448
PLEKHG7,1.1351483,0.000383,0.018294489887640448
MEGF9,-0.4944368,0.000383,0.018294489887640448
ZNF547,-0.7730016,0.000384,0.01830113004484305
ZP3,0.8394711,0.000387,0.018338509803921568
SREBF2,0.5459582,0.000388,0.018338509803921568
TMEM141,0.5225357,0.000389,0.018338509803921568
NIT2,0.5897629,0.000391,0.018338509803921568
PYCRL,-0.5108919,0.000391,0.018338509803921568
C17orf61,0.5959093,0.000393,0.018338509803921568
SOX12,-0.7733915,0.000393,0.018338509803921568
EPAS1,-0.7818336,0.000394,0.018338509803921568
LOC100507250,1.1378068,0.000394,0.018338509803921568
C21orf49,0.5698701,0.000395,0.018338509803921568
NEUROG1,-0.7958639,0.000396,0.018338509803921568
DAP,0.5447156,0.000396,0.018338509803921568
ITGA3,0.7700158,0.000396,0.018338509803921568
FTCD,-0.6785152,0.000398,0.018357454545454545
CTXN3,-1.0016744,0.000399,0.018357454545454545
INF2,0.6137112,0.000399,0.018357454545454545
DUSP6,0.6825417,0.0004,0.018363714902807776
RTP1,-0.8375485,0.000402,0.018415758620689653
FCGRT,0.5687109,0.000403,0.018421866666666665
MGC16703,-0.551836,0.000408,0.018542468085106383
ATP5E,-0.6184915,0.000408,0.018542468085106383
PIP5KL1,0.6086948,0.000409,0.018542468085106383
XLOC_000812,0.720084,0.00041,0.018542468085106383
ZNF668,-0.492963,0.00041,0.018542468085106383
PDRG1,-0.6623084,0.000412,0.01859335881104034
SLC16A14,0.774885,0.000413,0.018599
TAMM41,-0.6857387,0.000415,0.018649556025369978
OR7E12P,0.6416457,0.000419,0.018750029473684208
ZSWIM7,0.5958049,0.000419,0.018750029473684208
GRB10,0.4953301,0.00042,0.018755294117647058
DTWD1,0.5133159,0.000423,0.01884966037735849
RENBP,0.5466269,0.000424,0.018854694560669454
PGBD2,-0.6230684,0.000426,0.01890408350730689
OXR1,0.5823411,0.00043,0.019006921161825726
HEXA,-0.5101176,0.000431,0.019006921161825726
CCDC61,0.4948656,0.000431,0.019006921161825726
MAP1A,-0.5793543,0.000434,0.01909959420289855
ZDHHC12,0.5093348,0.000435,0.01910404958677686
LOC100132815,-0.6146225,0.000436,0.019108486597938144
NUDT7,0.6035952,0.000442,0.01926325
RAD50,0.4943223,0.000443,0.01926325
POU3F4,-0.6761918,0.000447,0.01926325
ZFAND2B,0.4974121,0.000448,0.01926325
PID1,0.5367207,0.000448,0.01926325
LOC100506462,-0.6632404,0.000449,0.01926325
LHX9,-0.7598155,0.000451,0.01926325
CD40LG,-1.1491251,0.000453,0.01926325
ETNK1,-0.7312062,0.000456,0.01926325
TLCD1,0.5602213,0.000456,0.01926325
IAH1,0.4629815,0.000456,0.01926325
CD200,-0.777363,0.000457,0.01926325
CRYBB2,-0.5726617,0.000457,0.01926325
RRNAD1,0.4538055,0.000458,0.01926325
EMX2OS,-0.6865973,0.000458,0.01926325
MVP,0.6674794,0.000459,0.01926325
LINC00152,0.9607993,0.00046,0.01926325
CNR1,-0.5125382,0.000461,0.01926325
XLOC_013615,0.5241369,0.000462,0.01926325
ZNF25,0.5263157,0.000462,0.01926325
TMEM143,0.4518605,0.000462,0.01926325
HSPA12A,-0.5884273,0.000462,0.01926325
BCAS3,-0.567898,0.000462,0.01926325
ASNS,-0.5216526,0.000464,0.01926325
MPI,0.4801526,0.000464,0.01926325
POU3F2,-0.7194635,0.000464,0.01926325
ADA,0.6239068,0.000464,0.01926325
VWA5A,-0.5742613,0.000465,0.01926713450292398
WFDC1,0.6672815,0.000467,0.019312357976653698
ARID5A,0.5756917,0.000469,0.01935740582524272
RABL5,-0.6203814,0.000471,0.019402279069767443
MAMSTR,0.4900485,0.000473,0.019446978723404257
