GENE_SYMBOL,logFC,P.Value,FDR,-log10(FDR),significant
nan,0.006576849370277087,1.924711749771453e-34,4.091552237664155e-30,29.388111899728145,False
H1FX-AS1,-1.7665295,8.47e-07,0.00545622,2.2631081268303594,True
BDKRB2,1.8147426,9.98e-07,0.00545622,2.2631081268303594,True
TRAIP,-1.245296,1.14e-06,0.00545622,2.2631081268303594,True
TXNIP,-2.2373355,1.34e-06,0.00545622,2.2631081268303594,True
ARRDC4,-1.62187,1.54e-06,0.00545622,2.2631081268303594,True
PRSS56,1.7073146,2.3e-06,0.0062445375,2.2044997220033866,True
DARC,-1.4976285,2.35e-06,0.0062445375,2.2044997220033866,True
AMH,-1.7401645,3.04e-06,0.006893665714285713,2.161549780104313,True
C11orf96,1.2201402,3.26e-06,0.006893665714285713,2.161549780104313,True
C9orf24,-1.9984748,3.63e-06,0.006893665714285713,2.161549780104313,True
IL11,1.1246524,4.26e-06,0.006893665714285713,2.161549780104313,True
FABP3,2.0873328,4.52e-06,0.006893665714285713,2.161549780104313,True
RDH5,-1.1405439,4.54e-06,0.006893665714285713,2.161549780104313,True
LY6G5C,-1.3751018,5.32e-06,0.007539504,2.122657224043812,True
LMO1,-1.2006362,6.3e-06,0.008063379310344827,2.0934829100239103,True
ITGA10,-1.2674807,7.37e-06,0.008063379310344827,2.0934829100239103,True
TMEM176A,0.9687992,7.42e-06,0.008063379310344827,2.0934829100239103,True
XLOC_008662,-1.3435615,8.06e-06,0.008063379310344827,2.0934829100239103,True
CDH9,-1.1114126,8.72e-06,0.008063379310344827,2.0934829100239103,True
GPR39,-1.0695281,9.72e-06,0.008063379310344827,2.0934829100239103,True
C6orf125,0.9463747,9.88e-06,0.008063379310344827,2.0934829100239103,True
GDF15,1.0052664,9.96e-06,0.008063379310344827,2.0934829100239103,True
DDX17,-1.2299119,9.97e-06,0.008063379310344827,2.0934829100239103,True
FOXD4,-0.9866092,9.99e-06,0.008063379310344827,2.0934829100239103,True
DNAJC22,-1.1746466,1.07e-05,0.008063379310344827,2.0934829100239103,True
LOC387723,-0.9692476,1.08e-05,0.008063379310344827,2.0934829100239103,True
NPPC,0.9146002,1.08e-05,0.008063379310344827,2.0934829100239103,True
LCN15,0.9849887,1.1e-05,0.008063379310344827,2.0934829100239103,True
C10orf116,1.4899964,1.27e-05,0.008962832432432432,2.0475547229957125,True
RNF125,-0.9223957,1.39e-05,0.008962832432432432,2.0475547229957125,True
PDK4,0.9542196,1.41e-05,0.008962832432432432,2.0475547229957125,True
TMEM190,1.1475144,1.44e-05,0.008962832432432432,2.0475547229957125,True
ECEL1,1.2303766,1.45e-05,0.008962832432432432,2.0475547229957125,True
MIR7-3HG,1.2476208,1.51e-05,0.008962832432432432,2.0475547229957125,True
PLA2G16,1.0929037,1.55e-05,0.008962832432432432,2.0475547229957125,True
FLJ16779,-0.933253,1.56e-05,0.008962832432432432,2.0475547229957125,True
PSPN,-1.0012922,1.63e-05,0.009011543478260869,2.045200817602235,True
IPO9,-1.1145853,1.67e-05,0.009011543478260869,2.045200817602235,True
LOC729970,0.9399196,1.72e-05,0.009011543478260869,2.045200817602235,True
AMIGO3,-0.8647952,1.81e-05,0.009011543478260869,2.045200817602235,True
SYT6,-0.9910794,1.84e-05,0.009011543478260869,2.045200817602235,True
SYNPR,-0.8734762,1.85e-05,0.009011543478260869,2.045200817602235,True
FBXO9,-1.0444783,1.92e-05,0.009011543478260869,2.045200817602235,True
LMO3,-1.6255292,1.94e-05,0.009011543478260869,2.045200817602235,True
DLK1,0.9651707,1.95e-05,0.009011543478260869,2.045200817602235,True
GNAT3,-0.91553,2.03e-05,0.009181646808510639,2.0370794173056836,True
FAM101B,-0.9616881,2.13e-05,0.0094332375,2.0253392312200287,True
PLEKHB1,1.0832419,2.18e-05,0.009457640816326532,2.024217183707088,True
QRICH2,-0.8669345,2.36e-05,0.010033776000000001,1.9985355986490914,True
POPDC2,-0.9537154,2.47e-05,0.010079224137931034,1.9965728970158538,True
RHBDF1,0.9912461,2.53e-05,0.010079224137931034,1.9965728970158538,True
LRRC36,0.7676636,2.61e-05,0.010079224137931034,1.9965728970158538,True
PENK,-1.7883758,2.69e-05,0.010079224137931034,1.9965728970158538,True
WSCD1,1.1392069,2.69e-05,0.010079224137931034,1.9965728970158538,True
PKI55,-1.0699988,2.72e-05,0.010079224137931034,1.9965728970158538,True
ADA,0.7678776,2.73e-05,0.010079224137931034,1.9965728970158538,True
EIF5,-0.7944163,2.75e-05,0.010079224137931034,1.9965728970158538,True
NGB,-1.1400109,2.91e-05,0.010484877966101695,1.979436619939416,True
C1QL4,-0.9198007,3.03e-05,0.010733547540983606,1.969256715793502,True
EPDR1,0.9082782,3.08e-05,0.010733547540983606,1.969256715793502,True
CECR5-AS1,0.9892543,3.18e-05,0.010898942857142857,1.9626156244056578,True
UAP1L1,0.7771627,3.23e-05,0.010898942857142857,1.9626156244056578,True
B7H6,0.7908397,3.29e-05,0.010927940625,1.961461673317092,True
FAM181B,-0.7612107,3.55e-05,0.011473067647058823,1.9403204457373262,True
MYH7B,0.8935844,3.59e-05,0.011473067647058823,1.9403204457373262,True
NKD2,1.3712397,3.62e-05,0.011473067647058823,1.9403204457373262,True
CDH18,-1.0136042,3.67e-05,0.011473067647058823,1.9403204457373262,True
TMEM54,0.7596834,3.86e-05,0.011813374285714285,1.9276260359717283,True
PCDH8,-1.2320488,3.89e-05,0.011813374285714285,1.9276260359717283,True
LOC100507194,0.8924504,4.05e-05,0.012126042253521126,1.9162809227875859,True
CPEB1,0.9526807,4.22e-05,0.012151532432432433,1.9153689496391129,True
FAM5C,-1.2653797,4.22e-05,0.012151532432432433,1.9153689496391129,True
ZCWPW1,0.8768723,4.23e-05,0.012151532432432433,1.9153689496391129,True
DUSP5P,-0.7552568,4.45e-05,0.012318738461538461,1.9094337651622775,True
RAB36,-0.7652278,4.46e-05,0.012318738461538461,1.9094337651622775,True
TRPC4,-0.8149691,4.51e-05,0.012318738461538461,1.9094337651622775,True
BLVRB,0.8448713,4.52e-05,0.012318738461538461,1.9094337651622775,True
TMEM52,0.7579142,4.86e-05,0.013077706329113923,1.8834684193113271,True
NECAB2,0.7328772,5e-05,0.013286250000000001,1.876597579939104,True
NAGPA,-0.7673916,5.1e-05,0.013299212195121951,1.8761740845550796,True
NTRK3,-0.8740329,5.13e-05,0.013299212195121951,1.8761740845550796,True
SDIM1,1.0337224,5.25e-05,0.01344632530120482,1.871396386253296,True
TBC1D2,0.7368623,5.36e-05,0.013564628571428573,1.8675920936522907,True
LOC100128071,-0.6673586,5.72e-05,0.013938484090909092,1.8557844562776162,True
IKBKAP,-0.861575,5.74e-05,0.013938484090909092,1.8557844562776162,True
GTF2H5,0.8633817,5.75e-05,0.013938484090909092,1.8557844562776162,True
PSMB10,0.7609102,5.77e-05,0.013938484090909092,1.8557844562776162,True
SLC2A4RG,0.8290761,5.84e-05,0.01394906966292135,1.8554547568156925,True
KCNQ1DN,-0.7695923,6e-05,0.014086345054945056,1.8512016774641213,True
PCYT2,0.7554477,6.03e-05,0.014086345054945056,1.8512016774641213,True
LCP1,-1.1085998,6.23e-05,0.014231671578947369,1.846744086923613,True
IL10RA,0.7403564,6.33e-05,0.014231671578947369,1.846744086923613,True
LOC100507250,1.1329457,6.36e-05,0.014231671578947369,1.846744086923613,True
BGLAP,0.690639,6.36e-05,0.014231671578947369,1.846744086923613,True
MTG1,-0.9926641,6.62e-05,0.014379232075471697,1.8422643068801492,True
LOC388882,-1.1123698,6.7e-05,0.014379232075471697,1.8422643068801492,True
NPM3,1.1410942,6.8e-05,0.014379232075471697,1.8422643068801492,True
DOK3,-0.6477559,6.85e-05,0.014379232075471697,1.8422643068801492,True
FDFT1,0.6841866,6.85e-05,0.014379232075471697,1.8422643068801492,True
LRRN3,-0.7192053,6.97e-05,0.014379232075471697,1.8422643068801492,True
C11orf41,-0.8368518,7.03e-05,0.014379232075471697,1.8422643068801492,True
C21orf62,-1.0806013,7.07e-05,0.014379232075471697,1.8422643068801492,True
PPIL6,0.7030719,7.1e-05,0.014379232075471697,1.8422643068801492,True
FYCO1,0.8092,7.11e-05,0.014379232075471697,1.8422643068801492,True
TOB2P1,-0.8787833,7.17e-05,0.014379232075471697,1.8422643068801492,True
TRIM47,0.7654928,7.24e-05,0.014383917757009345,1.8421228087712418,True
XLOC_003204,0.7368482,7.34e-05,0.014447566666666667,1.8402052928540582,True
LRRC66,-1.2670406,7.5e-05,0.014627064220183486,1.8348428318321026,True
LOC100507217,-1.0431018,7.6e-05,0.014687345454545456,1.8330566901606127,True
C15orf39,-0.8276999,7.75e-05,0.014800682706766918,1.8297182515683306,True
SFXN4,0.6950773,7.89e-05,0.014800682706766918,1.8297182515683306,True
C20orf141,0.7016186,7.97e-05,0.014800682706766918,1.8297182515683306,True
ACOT13,0.7864644,8.12e-05,0.014800682706766918,1.8297182515683306,True
LOC254057,0.8041772,8.12e-05,0.014800682706766918,1.8297182515683306,True
SYT5,-0.6860165,8.21e-05,0.014800682706766918,1.8297182515683306,True
RILPL1,0.860354,8.28e-05,0.014800682706766918,1.8297182515683306,True
LHX2,-0.7658944,8.4e-05,0.014800682706766918,1.8297182515683306,True
STARD4,0.7355047,8.6e-05,0.014800682706766918,1.8297182515683306,True
MT2A,0.7650569,8.63e-05,0.014800682706766918,1.8297182515683306,True
YTHDC1,-0.6390099,8.66e-05,0.014800682706766918,1.8297182515683306,True
POU3F4,-0.8107902,8.73e-05,0.014800682706766918,1.8297182515683306,True
PP14571,-0.8140349,8.8e-05,0.014800682706766918,1.8297182515683306,True
CAMK2N1,0.9169231,8.87e-05,0.014800682706766918,1.8297182515683306,True
C14orf79,-0.6646328,8.91e-05,0.014800682706766918,1.8297182515683306,True
TMEM88,-0.6925731,8.99e-05,0.014800682706766918,1.8297182515683306,True
NPC2,0.8437,9e-05,0.014800682706766918,1.8297182515683306,True
XLOC_l2_000353,0.8799989,9.02e-05,0.014800682706766918,1.8297182515683306,True
C9orf9,0.6654657,9.12e-05,0.014800682706766918,1.8297182515683306,True
ELFN2,0.7836237,9.18e-05,0.014800682706766918,1.8297182515683306,True
XLOC_004908,-0.9371545,9.21e-05,0.014800682706766918,1.8297182515683306,True
XLOC_005991,-1.0844123,9.23e-05,0.014800682706766918,1.8297182515683306,True
LRRC8A,-0.5995729,9.26e-05,0.014800682706766918,1.8297182515683306,True
KIAA1908,-0.9103449,9.49e-05,0.014926813043478262,1.8260329066336503,True
FAM175A,0.8146623,9.57e-05,0.014926813043478262,1.8260329066336503,True
SRSF3,-0.6997602,9.62e-05,0.014926813043478262,1.8260329066336503,True
CACNG1,1.2931775,9.66e-05,0.014926813043478262,1.8260329066336503,True
ZFP36,0.7657781,9.69e-05,0.014926813043478262,1.8260329066336503,True
LOC100506476,0.845304,9.99e-05,0.015147916167664671,1.8196471070382316,True
NCAPG,-0.7007773,0.000101,0.015147916167664671,1.8196471070382316,True
RECQL4,-0.6605298,0.000102,0.015147916167664671,1.8196471070382316,True
SLC9A9,-0.7047982,0.000103,0.015147916167664671,1.8196471070382316,True
DBNL,-0.6453988,0.000103,0.015147916167664671,1.8196471070382316,True
LITAF,1.1673031,0.000104,0.015147916167664671,1.8196471070382316,True
LOC100128108,0.669888,0.000104,0.015147916167664671,1.8196471070382316,True
IPW,-0.5963894,0.000106,0.015147916167664671,1.8196471070382316,True
BMP5,-1.0151028,0.000108,0.015147916167664671,1.8196471070382316,True
XLOC_008667,0.6437143,0.000108,0.015147916167664671,1.8196471070382316,True
ZNF547,-0.7033683,0.000109,0.015147916167664671,1.8196471070382316,True
LYPD1,-0.951886,0.00011,0.015147916167664671,1.8196471070382316,True
CNN2,1.0718883,0.00011,0.015147916167664671,1.8196471070382316,True
IFI27L2,0.7023745,0.000111,0.015147916167664671,1.8196471070382316,True
SLC16A3,0.6924928,0.000111,0.015147916167664671,1.8196471070382316,True
TNFAIP3,1.2116697,0.000112,0.015147916167664671,1.8196471070382316,True
ENDOD1,0.7106571,0.000112,0.015147916167664671,1.8196471070382316,True
DDX5,-0.7055444,0.000112,0.015147916167664671,1.8196471070382316,True
OBSL1,-0.7694228,0.000113,0.015147916167664671,1.8196471070382316,True
DCXR,0.7086534,0.000115,0.015147916167664671,1.8196471070382316,True
CCDC96,-0.7695963,0.000115,0.015147916167664671,1.8196471070382316,True
MMP23B,1.0180806,0.000116,0.015147916167664671,1.8196471070382316,True
COL5A2,-0.7520558,0.000116,0.015147916167664671,1.8196471070382316,True
COX19,-0.7300743,0.000117,0.015147916167664671,1.8196471070382316,True
CORO1A,-0.6413305,0.000117,0.015147916167664671,1.8196471070382316,True
LOC100507303,0.9141304,0.000118,0.015147916167664671,1.8196471070382316,True
GHDC,0.6909043,0.000118,0.015147916167664671,1.8196471070382316,True
DEFA8P,-0.9353299,0.000119,0.015147916167664671,1.8196471070382316,True
GSTM3,0.6092968,0.000119,0.015147916167664671,1.8196471070382316,True
C1orf213,0.7061369,0.000122,0.015415157894736844,1.8120520225130978,True
CNGA4,-0.7936356,0.000123,0.015415157894736844,1.8120520225130978,True
PKN3,0.7962602,0.000124,0.015415157894736844,1.8120520225130978,True
HBQ1,0.8247892,0.000124,0.015415157894736844,1.8120520225130978,True
C17orf61,0.6987816,0.000127,0.01569631395348837,1.8042023232347713,True
SLC16A6,0.9970375,0.00013,0.01597421965317919,1.796580348105138,True
FAM131C,0.8552127,0.000131,0.016004586206896553,1.7957555499100146,True
LOC284865,-0.7103651,0.000132,0.016034605714285714,1.7949417147636237,True
RALYL,-1.1666231,0.000136,0.016290097826086956,1.7880763076373358,True
DHCR7,0.6612579,0.000137,0.016290097826086956,1.7880763076373358,True
LRTM2,-1.255131,0.000139,0.016290097826086956,1.7880763076373358,True
LIMD2,-0.7526287,0.000139,0.016290097826086956,1.7880763076373358,True
COL23A1,0.9447547,0.00014,0.016290097826086956,1.7880763076373358,True
UBTF,-0.6804216,0.00014,0.016290097826086956,1.7880763076373358,True
XLOC_000527,0.6182691,0.000141,0.016290097826086956,1.7880763076373358,True
EFHC1,-0.7040824,0.000141,0.016290097826086956,1.7880763076373358,True
LOC100506295,-0.7438737,0.000141,0.016290097826086956,1.7880763076373358,True
FAM5B,-0.7905986,0.000143,0.01642152380952381,1.7845865456719863,True
CHAC1,-0.6476188,0.000145,0.01642152380952381,1.7845865456719863,True
ERCC2,0.6796926,0.000145,0.01642152380952381,1.7845865456719863,True
NGFR,-0.598955,0.000146,0.01642152380952381,1.7845865456719863,True
LDHD,0.6708276,0.000146,0.01642152380952381,1.7845865456719863,True
VCAN,-0.7480358,0.00015,0.01659425510204082,1.7800422378220564,True
LOC389493,0.8105084,0.000151,0.01659425510204082,1.7800422378220564,True
SLC39A4,0.6195237,0.000151,0.01659425510204082,1.7800422378220564,True
C17orf97,-0.9606585,0.000152,0.01659425510204082,1.7800422378220564,True
FABP7,0.6560632,0.000152,0.01659425510204082,1.7800422378220564,True
PCBD1,0.5719116,0.000153,0.01659425510204082,1.7800422378220564,True
ACTA1,2.231693,0.000153,0.01659425510204082,1.7800422378220564,True
LSS,0.7291281,0.000154,0.01661792893401015,1.779423102608309,True
MCAM,0.7898069,0.000156,0.016748727272727273,1.7760181891902487,True
HLA-DRB6,-0.7405874,0.000159,0.01690011,1.7721104686267088,True
MGAT4C,-0.7201596,0.000159,0.01690011,1.7721104686267088,True
CCNB1IP1,0.6910139,0.00016,0.016921791044776122,1.7715536720477432,True
HEXB,0.6695857,0.000161,0.016943257425742576,1.771003090697953,True
GBA,-0.6088693,0.000164,0.017089764705882353,1.76726391666138,True
GANC,0.753684,0.000164,0.017089764705882353,1.76726391666138,True
SNORA8,0.6267858,0.000165,0.01710762857142857,1.7668101874034248,True
ACAT2,0.6879438,0.000166,0.01710762857142857,1.7668101874034248,True
HEXA,-0.6862121,0.000168,0.01710762857142857,1.7668101874034248,True
TSPO,0.6810592,0.000168,0.01710762857142857,1.7668101874034248,True
COPG2IT1,1.2768462,0.000169,0.01710762857142857,1.7668101874034248,True
R3HDM2,0.6483461,0.000169,0.01710762857142857,1.7668101874034248,True
ZNF446,-0.5860924,0.000172,0.017204148837209304,1.7643668089161846,True
RABGGTB,0.6225458,0.000172,0.017204148837209304,1.7643668089161846,True
NPTX2,0.757655,0.000173,0.017204148837209304,1.7643668089161846,True
CCL27,-0.8501977,0.000174,0.017204148837209304,1.7643668089161846,True
PGM1,0.6609643,0.000174,0.017204148837209304,1.7643668089161846,True
PLEKHG3,-0.6449805,0.000175,0.017222916666666668,1.7638932997478156,True
KCNIP4,0.8827404,0.000177,0.01733947465437788,1.760964064769902,True
NTN1,-0.8276861,0.00018,0.01750658823529412,1.756798482983215,True
FRMPD2,-0.6984222,0.000181,0.01750658823529412,1.756798482983215,True
MXD4,-0.6423719,0.000182,0.01750658823529412,1.756798482983215,True
PDZRN4,-1.0380154,0.000182,0.01750658823529412,1.756798482983215,True
FHL2,0.6068438,0.000183,0.017523486486486488,1.7563794820033882,True
LOC441461,0.8567538,0.000184,0.017540233183856502,1.7559646373218034,True
HSD3B7,0.8182842,0.000187,0.01769979399141631,1.752031788378972,True
AMY1C,-0.5449229,0.000189,0.01769979399141631,1.752031788378972,True
MAGED1,-0.7081878,0.00019,0.01769979399141631,1.752031788378972,True
AP1G2,-0.9601118,0.000192,0.01769979399141631,1.752031788378972,True
BEND6,0.6543625,0.000193,0.01769979399141631,1.752031788378972,True
TCIRG1,0.837198,0.000193,0.01769979399141631,1.752031788378972,True
HIST1H1D,0.8372329,0.000193,0.01769979399141631,1.752031788378972,True
MGEA5,-0.8460408,0.000193,0.01769979399141631,1.752031788378972,True
LOC100507291,0.6017084,0.000194,0.01769979399141631,1.752031788378972,True
C12orf5,-0.7523309,0.000194,0.01769979399141631,1.752031788378972,True
CYB5D2,-0.6676199,0.000195,0.017714999999999998,1.751658843330804,True
CABP2,-0.8795559,0.000197,0.01775984810126582,1.750560753031752,True
PON2,0.6012686,0.000198,0.01775984810126582,1.750560753031752,True
PPP1R27,0.7886531,0.000198,0.01775984810126582,1.750560753031752,True
TTC7B,0.689441,0.000199,0.017774546218487397,1.7502014779299844,True
LOC100506662,0.776359,0.000201,0.017878066945606695,1.7476794408108278,True
LOC100507331,-0.8497989,0.000204,0.0180693,1.7430586715688863,True
NIM1,-0.781316,0.000206,0.018108666666666665,1.7421135254245737,True
TRIM45,0.5540556,0.000207,0.018108666666666665,1.7421135254245737,True
AASS,0.7029548,0.000207,0.018108666666666665,1.7421135254245737,True
XLOC_l2_013031,-0.7480358,0.000208,0.0181215737704918,1.741804088659147,True
HHLA3,0.5576525,0.000211,0.01817216129032258,1.7405934171806439,True
ISG15,0.7660939,0.000212,0.01817216129032258,1.7405934171806439,True
PIR,0.6231719,0.000212,0.01817216129032258,1.7405934171806439,True
FBXW9,-0.5748693,0.000212,0.01817216129032258,1.7405934171806439,True
AP3B2,-0.5824333,0.000213,0.01818455421686747,1.7402973409401779,True
C19orf70,0.6422029,0.000218,0.018536976,1.731961112350612,True
SSFA2,0.6497773,0.000221,0.01866351968503937,1.7290064508549565,True
SLC16A9,0.6715512,0.000222,0.01866351968503937,1.7290064508549565,True
TNC,1.4756303,0.000223,0.01866351968503937,1.7290064508549565,True
C2orf81,-0.6244391,0.000223,0.01866351968503937,1.7290064508549565,True
RNASEH2C,-0.6333105,0.000224,0.01867369411764706,1.7287697593829714,True
PHGDH,-0.9617614,0.000226,0.018766828125,1.7266091234476277,True
MVP,0.8372453,0.000228,0.018859237354085606,1.7244758736140198,True
RASAL3,0.5670698,0.000231,0.01903332558139535,1.720485323354265,True
WLS,-0.5463063,0.000232,0.019041915057915058,1.7202893764735312,True
PRR5-ARHGAP8,0.8966888,0.000233,0.019050438461538463,1.720095024227978,True
TEAD3,0.7674751,0.000235,0.019069676470588236,1.7196566749786484,True
EMX2OS,-0.6378677,0.000237,0.019069676470588236,1.7196566749786484,True
ELAVL4,-0.6826055,0.000238,0.019069676470588236,1.7196566749786484,True
TCEB2,-0.7437622,0.000239,0.019069676470588236,1.7196566749786484,True
SLC25A37,0.6485154,0.000239,0.019069676470588236,1.7196566749786484,True
FBXO27,0.6208261,0.00024,0.019069676470588236,1.7196566749786484,True
ABCG8,-0.6225507,0.000241,0.019069676470588236,1.7196566749786484,True
MOXD1,0.5468811,0.000241,0.019069676470588236,1.7196566749786484,True
SRSF10,-0.5798305,0.000242,0.019069676470588236,1.7196566749786484,True
FKBP11,-0.6182271,0.000243,0.019069676470588236,1.7196566749786484,True
XLOC_011305,-0.605066,0.000244,0.019069676470588236,1.7196566749786484,True
FAT1,1.068885,0.000244,0.019069676470588236,1.7196566749786484,True
BAI3,-0.7295902,0.000248,0.019240817518248174,1.7157764792773509,True
FAM162A,0.6283543,0.000248,0.019240817518248174,1.7157764792773509,True
SAMD5,0.6429516,0.000251,0.01940275636363636,1.7121365696324036,True
CABP7,-0.8194647,0.000255,0.019511807142857145,1.7097025052941037,True
SNTG2,0.6069078,0.000256,0.019511807142857145,1.7097025052941037,True
CNFN,0.7286732,0.000257,0.019511807142857145,1.7097025052941037,True
GAL3ST1,0.6214778,0.000257,0.019511807142857145,1.7097025052941037,True
LOC100192378,-0.8862,0.000257,0.019511807142857145,1.7097025052941037,True
SFR1,0.7911127,0.000258,0.019518021352313168,1.7095642112250289,True
GJC3,-0.6018147,0.00026,0.019599574468085103,1.7077533576317223,True
HTR5A,-1.0820863,0.000263,0.01975566784452297,1.7043082843177115,True
MFNG,0.7939996,0.000265,0.019835809859154927,1.702550063393409,True
ZDHHC16,-0.5027029,0.00027,0.02013915789473684,1.695958693132702,True
ZNF281,-0.5415982,0.000272,0.020217398601398602,1.6942747263780233,True
CDC42EP1,1.0610975,0.000274,0.020224625,1.694119522222022,True
SCARNA2,1.0783217,0.000274,0.020224625,1.694119522222022,True
OLFML3,-0.7040243,0.000275,0.020228200692041523,1.6940427462094643,True
TMEM120A,0.6120697,0.000279,0.020451662068965516,1.6892713919085376,True
ASNS,-0.5287279,0.00028,0.02045443298969072,1.6892125549268673,True
CREB5,0.5582179,0.000288,0.020966794520547945,1.6784679609723665,True
OXCT1,0.6732326,0.00029,0.02104034129692833,1.6769472197383324,True
PNRC1,-0.6183731,0.000292,0.021041816949152543,1.6769167618129237,True
ZNF207,-0.6560316,0.000292,0.021041816949152543,1.6769167618129237,True
FXYD7,-0.6058923,0.000293,0.0210425472972973,1.676901687988008,True
HES2,0.6752082,0.000294,0.021043272727272726,1.6768867161882341,True
ZIC4,-0.6045257,0.000295,0.021043993288590607,1.6768718453812712,True
ZNF655,-0.5512428,0.000297,0.02111580602006689,1.6753923362903964,True
LOC388588,0.5859449,0.000298,0.021116279999999998,1.6753825879265865,True
DCUN1D3,-0.5406713,0.000301,0.021188072368421053,1.6739085523896278,True
ADAMTS10,-0.6549125,0.000302,0.021188072368421053,1.6739085523896278,True
MMP24,-0.5766416,0.000303,0.021188072368421053,1.6739085523896278,True
RAB37,0.7098459,0.000303,0.021188072368421053,1.6739085523896278,True
MTCP1NB,0.6084936,0.000304,0.021188301639344265,1.6739038530212111,True
CPSF4,-0.5279653,0.000309,0.021465732899022802,1.668254278926093,True
RFFL,0.6973072,0.00031,0.021465732899022802,1.668254278926093,True
LOC100505894,0.7065032,0.000314,0.021670776699029125,1.6641255229184133,True
CECR1,0.566417,0.000315,0.021670776699029125,1.6641255229184133,True
SLC16A14,0.7797119,0.00032,0.021724476489028213,1.6630506802724212,True
EWSR1,-0.8035081,0.000322,0.021724476489028213,1.6630506802724212,True
XLOC_l2_014694,-0.651648,0.000323,0.021724476489028213,1.6630506802724212,True
SRCRB4D,0.7786742,0.000324,0.021724476489028213,1.6630506802724212,True
DPY19L1P1,0.5644374,0.000324,0.021724476489028213,1.6630506802724212,True
ACVRL1,-0.6022674,0.000324,0.021724476489028213,1.6630506802724212,True
XLOC_l2_015098,-0.5273446,0.000326,0.021724476489028213,1.6630506802724212,True
SFRP1,0.6987663,0.000326,0.021724476489028213,1.6630506802724212,True
HMOX1,1.0706037,0.000326,0.021724476489028213,1.6630506802724212,True
GLYCTK,-0.624638,0.000326,0.021724476489028213,1.6630506802724212,True
C6orf222,-0.54221,0.000328,0.02178779439252336,1.661786731738077,True
C2orf28,0.6059821,0.000329,0.02178779439252336,1.661786731738077,True
XLOC_010778,-0.5709221,0.000331,0.021850328173374612,1.6605420359102459,True
DUSP1,0.515022,0.000332,0.021850328173374612,1.6605420359102459,True
FLJ46906,0.577183,0.000335,0.02191209230769231,1.6593161512252081,True
SPINT2,0.5823934,0.000335,0.02191209230769231,1.6593161512252081,True
PAQR5,0.6134481,0.000341,0.02223612883435583,1.6529408183586205,True
CLEC4G,0.6200226,0.000343,0.022294975609756098,1.6517929984233282,True
IGSF21,1.1321633,0.000344,0.022294975609756098,1.6517929984233282,True
C9orf116,-0.5106228,0.000346,0.022305495652173914,1.6515881218232875,True
FAM32A,-0.6130268,0.000349,0.022305495652173914,1.6515881218232875,True
PPFIBP2,-0.5113009,0.00035,0.022305495652173914,1.6515881218232875,True
GRM2,-0.5689938,0.00035,0.022305495652173914,1.6515881218232875,True
TRO,0.6282623,0.000351,0.022305495652173914,1.6515881218232875,True
ANKRD37,0.7563626,0.000352,0.022305495652173914,1.6515881218232875,True
PCDHB7,-0.7180117,0.000353,0.022305495652173914,1.6515881218232875,True
PPAN-P2RY11,-0.6027688,0.000355,0.022305495652173914,1.6515881218232875,True
NCOR2,0.7620369,0.000356,0.022305495652173914,1.6515881218232875,True
CCNB3,0.6920644,0.000357,0.022305495652173914,1.6515881218232875,True
TMEM141,0.4985468,0.000358,0.022305495652173914,1.6515881218232875,True
PTK6,0.6554905,0.000358,0.022305495652173914,1.6515881218232875,True
CCDC8,0.5747861,0.00036,0.022305495652173914,1.6515881218232875,True
DPCR1,1.087713,0.000361,0.022305495652173914,1.6515881218232875,True
ZNF436,-0.529218,0.000362,0.022305495652173914,1.6515881218232875,True
GAS1,0.9626486,0.000362,0.022305495652173914,1.6515881218232875,True
DCT,-0.6783876,0.000362,0.022305495652173914,1.6515881218232875,True
ELF4,0.5209255,0.000369,0.022671104046242778,1.6445273299168952,True
DHCR24,0.5361556,0.000372,0.02272406896551724,1.6435139013478626,True
DEDD2,-0.5509779,0.000372,0.02272406896551724,1.6435139013478626,True
SLC32A1,0.8916517,0.000374,0.022780779369627507,1.6424314220418788,True
HSPB1,0.5176936,0.000377,0.022883966005665723,1.6404687060541916,True
RTEL1,-0.5205814,0.00038,0.022883966005665723,1.6404687060541916,True
PCDH11Y,-0.606577,0.00038,0.022883966005665723,1.6404687060541916,True
XLOC_013986,-0.6785761,0.00038,0.022883966005665723,1.6404687060541916,True
PCOLCE2,-0.5792908,0.000384,0.023059525423728813,1.637149634941436,True
HYI,0.5799577,0.000386,0.023114332394366194,1.6361186456665182,True
LINC00487,-0.5908721,0.000395,0.023326345945945945,1.63215328777298,True
NRGN,-0.6530681,0.000395,0.023326345945945945,1.63215328777298,True
RAB4A,0.5976063,0.000397,0.023326345945945945,1.63215328777298,True
CYBASC3,-0.582527,0.000398,0.023326345945945945,1.63215328777298,True
ASAP2,0.5589267,0.0004,0.023326345945945945,1.63215328777298,True
STAT5A,0.8633998,0.0004,0.023326345945945945,1.63215328777298,True
METRNL,0.5804579,0.000401,0.023326345945945945,1.63215328777298,True
VCP,-0.6715963,0.000401,0.023326345945945945,1.63215328777298,True
PYCRL,-0.4938487,0.000403,0.023326345945945945,1.63215328777298,True
MED10,-0.5574436,0.000403,0.023326345945945945,1.63215328777298,True
KLRD1,-0.530452,0.000404,0.023326345945945945,1.63215328777298,True
SNHG13,0.5366862,0.000404,0.023326345945945945,1.63215328777298,True
QPCT,0.5606471,0.000405,0.023326345945945945,1.63215328777298,True
