GENE_SYMBOL,logFC,P.Value,FDR,-log10(FDR),significant
CXCL2,-0.717,3.1932461224997294e-05,0.011012208620264302,1.958125569729544,True
F11,-0.785,3.412325576056693e-05,0.011312336302178665,1.9464476923016474,True
FOXS1,1.02,3.46e-05,0.011312336302178665,1.9464476923016474,True
LOC100132005,-0.944,3.5e-05,0.011312336302178665,1.9464476923016474,True
XLOC_006252,-0.46599999999999997,3.516835249747143e-05,0.011312336302178665,1.9464476923016474,True
PLCE1,-0.483,3.53654662158637e-05,0.011312336302178665,1.9464476923016474,True
CYP4F3,1.62,4.3e-05,0.013395870833333332,1.8730290486986851,True
CLDN2,-1.08,4.32e-05,0.013395870833333332,1.8730290486986851,True
PAMR1,-0.821,4.37e-05,0.013395870833333332,1.8730290486986851,True
TPCN1,0.5640000000000001,4.91730365928989e-05,0.014867097132080434,1.8277738211612866,True
C1QL1,-1.36,5.41e-05,0.01613569054054054,1.7922124438622453,True
C1orf111,-1.57,5.69e-05,0.016744532,1.7761269862344675,True
LPCAT3,1.0,6.14e-05,0.017793395932840284,1.7497411573603832,True
DLG2,-0.6942106,6.207654781517385e-05,0.017793395932840284,1.7497411573603832,True
SUSD2,-1.0434999999999999,6.463756135493889e-05,0.018289943803395593,1.7377876289091867,True
HLA-A,0.34700000000000003,6.694837962662045e-05,0.018704021351128353,1.7280650104234705,True
C1orf226,-0.7505,6.943307496533102e-05,0.019155717469497763,1.7177015770555604,True
XLOC_014394,-0.39566666666666667,7.100868738859057e-05,0.01934855233769855,1.713351523423817,True
MAFB,-0.6839999999999999,7.315005024720492e-05,0.019688960475683654,1.7057772128406585,True
CAPN6,-2.12,8.35e-05,0.0222039578313253,1.6535696061303105,True
TTC39C,0.642,8.565277429292456e-05,0.022505266445465927,1.64771584097431,True
FADS1,1.01,8.72e-05,0.02264224941176471,1.645080430019564,True
GABBR2,1.43,9.03e-05,0.022961367039113872,1.6390022591368683,True
ALDH3A1,-0.541,9.050967026427922e-05,0.022961367039113872,1.6390022591368683,True
LOC730102,-0.492,9.5993581907993e-05,0.023535680583579008,1.6282732386397603,True
LEPR,-0.522125,9.660541471013376e-05,0.023535680583579008,1.6282732386397603,True
INSIG1,0.973,9.73e-05,0.023535680583579008,1.6282732386397603,True
ASPM,-0.6695,9.794325876559166e-05,0.023535680583579008,1.6282732386397603,True
MYO16,-0.641,9.810532434820664e-05,0.023535680583579008,1.6282732386397603,True
TBX15,-0.957,9.951294186799701e-05,0.023616668171704967,1.6267813724595506,True
PHF17,-0.4475,0.0001023015844329782,0.02402019436191768,1.6194234827796226,True
