GENE_SYMBOL,logFC,P.Value,FDR
SLC25A2,0.304,0.38757977,1.0
FOXQ1,-0.155,0.38765767,1.0
ALX4,0.0024999999999999883,0.623240702498396,1.0
FADS1,0.0822,0.3877436,1.0
MYB,0.1905,0.6268399758951271,1.0
HSPBAP1,0.1955,0.4709844884217408,1.0
LOC100287477,0.369,0.38787932,1.0
TYSND1,-0.296,0.38791165,1.0
DCTN2,0.0794,0.38795611,1.0
KREMEN2,0.366,0.38798771,1.0
HSPA12B,0.543,0.3879963,1.0
CIRBP,-0.1064,0.5112733713720052,1.0
SLC39A3,0.0804,0.38818577,1.0
SNN,0.131,0.38822133,1.0
ZYG11A,-0.12465000000000001,0.654670338073968,1.0
B3GALTL,-0.168,0.38832824,1.0
HRH4,0.0938,0.38833277,1.0
LOC257396,-0.1885,0.47372326759074224,1.0
HERC5,0.191,0.38843454,1.0
KIAA1841,-0.13626666666666665,0.7963256842618774,1.0
MDM1,-0.06513333333333333,0.6910443975908278,1.0
SYNE2,-0.09945000000000001,0.5537557670812516,1.0
C2orf65,-0.033,0.6280006626868213,1.0
SNAPC3,0.1404,0.45438765931757563,1.0
SPRR3,-0.0625,0.38865619,1.0
LOC284926,-0.424,0.38865877,1.0
CYR61,0.0767,0.38872703,1.0
HAUS8,0.012999999999999998,0.4982761411564889,1.0
PTPRR,-0.26549999999999996,0.4374520375262497,1.0
LOC92249,0.103,0.38894587,1.0
RAET1K,-0.0596,0.38895121,1.0
UBP1,0.0718,0.38898613,1.0
SERINC3,0.03465,0.6760133177671563,1.0
OR4S1,0.533,0.3891883,1.0
ATP10A,-0.09745000000000001,0.5664030075342057,1.0
LOC100292905,-0.16535,0.6994752121229267,1.0
DCT,0.228,0.3892674,1.0
AIF1,-0.18830000000000002,0.6719636137861329,1.0
C7orf43,-0.06235,0.6890683759707912,1.0
LOC100507199,-0.373,0.5741697457013077,1.0
ADA,0.0675,0.38944711,1.0
VCP,0.0643,0.38951901,1.0
LOC440104,-0.054000000000000006,0.6519117470481713,1.0
LOC154761,-0.304,0.38967548,1.0
ARHGAP33,-0.14733333333333334,0.4962620145357398,1.0
NPL,0.0882,0.7443244054207365,1.0
KRTAP4-6,0.261,0.38970293,1.0
MAPK4,0.16,0.38973582,1.0
ANKRD20A2,0.138175,0.8382666514413775,1.0
TSPAN12,-0.282,0.38992476,1.0
SLC7A6,0.0839,0.38993694,1.0
LOC100129846,0.101,0.38994936,1.0
SLC22A16,0.327,0.39000546,1.0
CHRDL2,0.08200000000000002,0.6843477955656962,1.0
FAM89B,0.0756,0.39015823,1.0
C14orf45,0.10645,0.6337238977807937,1.0
PSMD11,0.0613,0.39033048,1.0
CFTR,-0.425,0.39036375,1.0
NDUFB2,-0.112,0.39038155,1.0
C8orf82,-0.0722,0.39041362,1.0
MUM1,0.12945,0.7231171361856173,1.0
KIF2B,-0.538,0.39044484,1.0
CPNE6,-0.0929,0.39045159,1.0
A1BG,0.27076500000000003,0.7293314702845719,1.0
SEH1L,0.0542,0.5535963917644635,1.0
ADAM3A,-0.0876,0.39069613,1.0
LOC401357,0.0008659999999999998,0.9857391552335305,1.0
CHMP3,0.05886666666666667,0.7672544040417272,1.0
PPFIA1,0.135,0.5887453717089298,1.0
ZNF324B,0.072,0.39089256,1.0
NTRK1,-0.21,0.39097438,1.0
BACE1,-0.07993333333333334,0.723599333377069,1.0
RIPK2,0.0857,0.39115127,1.0
CENPE,-0.126,0.39117475,1.0
CDC7,-0.0615,0.39117605,1.0
CLK4,-0.125,0.39120706,1.0
PARG,-0.057499999999999996,0.6596879685809771,1.0
LOC100132207,0.258,0.3913308,1.0
LOC442421,-0.08185500000000001,0.8983852950488876,1.0
TBPL1,0.0373,0.6888527837036058,1.0
ZFAND2A,0.0755,0.39138583,1.0
LSM5,-0.104,0.39141546,1.0
PNMA1,0.029634999999999998,0.7212332027421562,1.0
PIGZ,-0.0659,0.3916065,1.0
XLOC_005583,0.264205,0.7449624900594761,1.0
SLC37A3,0.24384999999999998,0.723064083373077,1.0
TUB,0.254,0.39185577,1.0
ZNF250,-0.0349,0.6379455476287226,1.0
LOC100132215,-0.0658,0.39204595,1.0
DIABLO,0.0133,0.6734848457393371,1.0
VSIG10,-0.04065,0.5523483418701025,1.0
CSDC2,0.308,0.3921436,1.0
LOC646851,-0.031325,0.7284122898300274,1.0
BPNT1,0.16344999999999998,0.5708866679572422,1.0
LOC100131101,-1.36,0.39223169,1.0
LOC339874,-0.225,0.3922785,1.0
TNFRSF10B,0.0843,0.39232067,1.0
MUC16,0.10550000000000001,0.5842966897782451,1.0
GREM2,-0.117,0.39242518,1.0
ETS1,0.2,0.39250202,1.0
MLLT1,0.0001500000000000043,0.562881167061591,1.0
CAB39L,0.06875,0.8763171895051202,1.0
NLRP14,0.301,0.39257116,1.0
SRSF4,0.0673,0.39257277,1.0
C17orf87,0.1206,0.8133192458652497,1.0
HS6ST3,0.047104999999999994,0.7323319486560704,1.0
GOT1L1,-0.3,0.6356260655004734,1.0
HOPX,-0.28049999999999997,0.44768775476260525,1.0
STRADB,0.044050000000000006,0.5666758816770137,1.0
POLD2,0.0677,0.39283282,1.0
RPL17,-0.1072,0.7221090397683817,1.0
EPRS,0.0694,0.39298714,1.0
GRK1,0.322,0.6066187975880001,1.0
C15orf52,-0.0633,0.39309097,1.0
KRTAP10-11,-0.124,0.39313056,1.0
EARS2,-0.0682,0.3931811,1.0
FLJ43860,0.458,0.39328413,1.0
LOC728093,-0.1174,0.6587570468669608,1.0
PP14571,-0.114,0.39333597,1.0
KLC1,0.106,0.39339501,1.0
PDIA6,-0.0864,0.39339972,1.0
TCEB3C,0.251,0.39352731,1.0
TSSK4,0.255,0.39352875,1.0
GSTZ1,0.0623,0.39353152,1.0
EIF1,-0.0583,0.39356545,1.0
ATF4,-0.067,0.39361481,1.0
FAM54A,-0.137,0.39370582,1.0
PML,0.0344,0.8874771411345761,1.0
FAM172A,-0.0836,0.39384344,1.0
MYL6,0.0526,0.39387929,1.0
NKX2-1,-0.0561,0.3939463,1.0
KRT85,0.16,0.39398098,1.0
PCDHB12,-0.395,0.39400645,1.0
PMS2L2,0.069495,0.7298049368236357,1.0
FBXL6,0.0923,0.39412761,1.0
DNAH1,-0.152,0.39414261,1.0
LOC729020,-0.378,0.39418892,1.0
MS4A6A,-0.25070000000000003,0.46269445181935265,1.0
TMEM133,0.147,0.39423123,1.0
XLOC_000787,-0.011025,0.7786842345548912,1.0
SPTBN4,0.19493333333333332,0.7653254830592903,1.0
RPL23P8,-0.15,0.39425003,1.0
RPS4Y1,-0.0573,0.39429363,1.0
RPS6KA1,0.03735,0.7097458727809371,1.0
OR5K3,-0.311,0.3944248,1.0
ZNF491,0.464,0.39455131,1.0
LOC729799,0.149,0.39456905,1.0
TCF12,-0.123,0.39464003,1.0
LOC151760,0.323,0.39473884,1.0
LOC643486,-0.246,0.39477676,1.0
LOC280665,0.416,0.3947835,1.0
CFL1P1,-0.24,0.39488927,1.0
MFGE8,-0.169,0.39498546,1.0
BICD2,-0.0584,0.39499274,1.0
CLOCK,0.06964999999999999,0.6870095927777726,1.0
C14orf23,0.01617,0.7941401858003818,1.0
ZNF385D,0.2167,0.6642385478213287,1.0
PATL1,0.08,0.39524269,1.0
SNX24,-0.052199999999999996,0.6951898416886749,1.0
VPS33A,0.052,0.39530212,1.0
ZFYVE21,-0.0591,0.39532414,1.0
OR5B12,0.1,0.39535038,1.0
XLOC_004829,0.20966666666666667,0.5875734732898297,1.0
PSMD6,0.0615,0.39537642,1.0
OR1D5,0.178,0.39538379,1.0
SFR1,-0.266,0.39538425,1.0
HIST1H3B,-0.125,0.39554143,1.0
ABCA17P,0.05465,0.6994420334189493,1.0
CPA2,0.412,0.39558265,1.0
PDXDC1,-0.0723,0.575741153028315,1.0
SNRPE,-0.1069925,0.8532694222647057,1.0
IRF2BP2,-0.0553,0.3957384,1.0
CBX2,0.10525,0.7117639634249089,1.0
LOC283484,0.0531,0.39587947,1.0
TMEM127,-0.0787,0.39590181,1.0
ZYG11B,-0.08065,0.4746881394649344,1.0
LOC100131691,-0.342,0.39604188,1.0
TP53BP1,0.143,0.39609457,1.0
PLEKHB1,-0.254,0.39613629,1.0
RDM1,0.333,0.39613994,1.0
TSPAN3,0.156,0.39616167,1.0
SLC9B2,-0.0601,0.39618785,1.0
DGUOK,-0.0972,0.39625954,1.0
BMP2K,0.03053333333333333,0.846294780825169,1.0
TOP2A,0.283,0.39630218,1.0
RASSF1,0.21045,0.4886651768302056,1.0
CC2D2B,0.014800000000000006,0.7640653502225098,1.0
TBX22,0.0844,0.39637146,1.0
PADI1,-0.34,0.39641021,1.0
NLRX1,0.0984,0.3965014,1.0
TTYH3,0.0535,0.39658291,1.0
MBTPS1,-0.0331,0.7392502504232292,1.0
LOC100131756,-0.174,0.39665365,1.0
LOC255654,0.572,0.39666773,1.0
LOC100129826,-0.123,0.3967135,1.0
C22orf42,0.447,0.39673671,1.0
SGCA,0.176,0.3967503,1.0
LOC100134240,0.131,0.39676263,1.0
PENK,-0.145,0.39678329,1.0
NPIPL2,0.08895,0.7079332999804755,1.0
TCF7L1,0.0718,0.39689739,1.0
OR8I2,0.904,0.39691391,1.0
RABL2B,-0.164,0.39691697,1.0
STX12,-0.0692,0.39692793,1.0
SOX1,-0.29,0.39693994,1.0
PVRL4,-0.128,0.39696505,1.0
IRX2,-0.1179,0.5528408589293863,1.0
ZNF627,0.0795,0.3970417,1.0
MASTL,-0.11,0.39704457,1.0
OR4M1,-0.249,0.39720629,1.0
OBSCN,-0.022025000000000003,0.720446873455775,1.0
NDUFB11,0.0857,0.39735423,1.0
LOC51145,0.2945,0.6600092120603128,1.0
ZNF217,0.10214999999999999,0.6553831023859791,1.0
LOC100132593,0.349,0.39745202,1.0
GP5,0.0527,0.39746186,1.0
ZNF883,0.165,0.39747589,1.0
PDCD4,0.0843,0.39748263,1.0
INO80E,0.0519,0.3975219,1.0
GABRA6,-0.1,0.39754281,1.0
TRAPPC5,0.0547,0.39756899,1.0
C11orf82,-0.18,0.39759314,1.0
BANF2,0.0643,0.39761493,1.0
LAMB4,-0.08427499999999999,0.7472087672052774,1.0
REM2,-0.15,0.39777876,1.0
TRIM3,-0.05575,0.7248442810545355,1.0
OR1S2,-0.413,0.39789083,1.0
SIX2,-0.254,0.39791686,1.0
CRIPAK,0.127,0.39795692,1.0
C6orf225,0.115,0.39797628,1.0
FABP2,0.057,0.39805803,1.0
LTN1,0.30624999999999997,0.6703908495198554,1.0
TRIM60,0.106,0.39810154,1.0
KRTAP4-2,-0.212,0.39810346,1.0
PRR21,-0.201,0.3981049,1.0
XLOC_002749,0.282,0.39812744,1.0
FBXO17,0.009100000000000004,0.7291299171036227,1.0
TCEAL8,-0.1142,0.5586754491503125,1.0
MAN2A1,-0.192,0.39820518,1.0
SEC14L2,-0.10554999999999999,0.6442086659986759,1.0
KRT9,0.173,0.39824685,1.0
PHACTR4,0.0227,0.8730485780955002,1.0
PXMP4,-0.10844999999999999,0.5423662311848276,1.0
LINC00086,0.0691,0.3983122,1.0
TNRC6C,0.0179,0.6353962400481461,1.0
SLC35A1,-0.08675,0.5183636172979897,1.0
CCBE1,0.274,0.39856899,1.0
FHL3,0.0646,0.39858007,1.0
GDNF,0.476875,0.930533839893297,1.0
GNGT1,1.17,0.39859577,1.0
LOC441052,0.141,0.39860413,1.0
PCDHA10,-0.126,0.3986124,1.0
SUGP2,0.048350000000000004,0.710265953156751,1.0
LOC643770,0.216,0.39867995,1.0
DONSON,0.31639999999999996,0.6735136736911271,1.0
ZNF75A,-0.060585,0.7239686726748986,1.0
CCNE1,0.0469,0.39871133,1.0
OR13J1,-0.553,0.39881818,1.0
SFMBT1,0.0622,0.39884596,1.0
EAF1,-0.0891,0.39893644,1.0
KCNMB3,-0.165,0.39900649,1.0
SERPINH1,0.0486,0.39907491,1.0
MIF4GD,0.151,0.39909342,1.0
CARS2,0.051,0.39926828,1.0
CSF2,0.414,0.39936663,1.0
CEP72,0.0528,0.39938792,1.0
GMNC,0.403,0.39938989,1.0
RPL13P5,0.11835,0.7373324286729914,1.0
ALG2,-0.067565,0.735639736114897,1.0
LOC100132240,0.347,0.39946022,1.0
SP1,0.0739,0.39952455,1.0
TMEM176A,0.0849,0.39952889,1.0
TMEM188,-0.08865,0.5684784556149141,1.0
RHBDD1,0.0945,0.5002163854884354,1.0
SEC61A1,0.0821,0.39964994,1.0
SLC14A1,0.1629,0.8791067543875247,1.0
TERF2,0.0979,0.39984877,1.0
DNMT3L,0.229,0.39986997,1.0
SLC25A30,-0.0981,0.39987973,1.0
SLAMF6,0.04020000000000001,0.6153654431111061,1.0
TMEM216,0.0675,0.39999248,1.0
C19orf71,-0.133,0.40002493,1.0
APOL1,-0.0622,0.4000435,1.0
GPR34,0.973,0.40004743,1.0
KLHDC7B,0.128,0.5881711349769494,1.0
OSBPL7,0.221,0.4001612,1.0
NSRP1,-0.09079999999999999,0.5033211312976039,1.0
SLC28A3,0.395,0.40025847,1.0
WDR59,0.0531,0.4003996,1.0
MMP3,-0.15,0.40040873,1.0
KLHL20,-0.135,0.40043051,1.0
C1orf122,-0.134,0.40059959,1.0
EEPD1,0.0734,0.40060374,1.0
TRANK1,0.359,0.400748,1.0
PATE4,0.167,0.40076769,1.0
RBMY1B,-0.11947939999999999,0.9412664525404801,1.0
TMEM199,0.047485,0.7586508637622803,1.0
FAM125B,-0.007899999999999999,0.8644646237047617,1.0
WNT1,0.03250000000000001,0.6413794972011131,1.0
C14orf102,0.124,0.40109027,1.0
TSR1,-0.0516,0.4011151,1.0
ITSN1,0.11383333333333333,0.5117481939753008,1.0
LRP11,0.0891,0.6336144428296209,1.0
METTL23,-0.0728,0.401201,1.0
RBM45,-0.168,0.4012166,1.0
TLR10,-0.0832,0.40122,1.0
PRRT4,-0.21,0.40129307,1.0
XLOC_003572,0.377,0.40137149,1.0
RHOBTB1,-0.164,0.40137534,1.0
ATP5J2,0.0718,0.6310802061262067,1.0
C4orf37,0.123,0.40142468,1.0
AHRR,-0.315,0.40145574,1.0
GDE1,0.0936,0.40151264,1.0
ZNF605,-0.0709,0.40153932,1.0
ATG9B,-0.0635,0.5041514959694214,1.0
FLJ44635,0.0552,0.40166417,1.0
TOX4,-0.0835,0.40167442,1.0
RP2,-0.111,0.40172284,1.0
DUSP5P,-0.206,0.40180065,1.0
LMOD3,0.03425,0.7515528010484067,1.0
PDGFD,-0.0759,0.40191801,1.0
PODNL1,-0.189,0.40192844,1.0
NSUN5,0.08315,0.4969034197613126,1.0
NPTXR,0.0841,0.40196583,1.0
LOC100132005,-0.431,0.40211461,1.0
C3orf77,0.227,0.40214299,1.0
RBM46,-0.0637,0.40215871,1.0
PHACTR1,-0.22709999999999997,0.833293831812215,1.0
L3MBTL3,-0.208,0.40227957,1.0
C6orf25,0.13555,0.7089692334218405,1.0
NCK1,-0.0472,0.40238413,1.0
LY86,0.154,0.40246247,1.0
ZCCHC16,-0.207,0.40248687,1.0
PCDHB14,-0.18,0.40252886,1.0
KIAA0040,0.101,0.7334756650888501,1.0
IER3,-0.0781,0.6268298401089427,1.0
SKP2,0.105,0.40274063,1.0
LOC286442,-0.62,0.40275583,1.0
XLOC_012033,0.1225,0.6186276289612311,1.0
PSD3,-0.11529999999999999,0.5630922931167998,1.0
ERBB4,-0.1227,0.674861635505732,1.0
SELL,-0.332,0.40300827,1.0
SERPINB2,-0.15795,0.5643552407645579,1.0
SCGB2A1,-0.521,0.40308856,1.0
LOC100134937,-0.183,0.40316185,1.0
H2AFJ,-0.1095,0.5186693952911865,1.0
LOC100130197,-0.0541,0.40328638,1.0
BOD1P,-0.04899999999999999,0.6582959858487273,1.0
FAM122B,0.028399999999999998,0.709360791027644,1.0
SOS2,0.0954,0.40330609,1.0
LOC100129516,0.13,0.40337798,1.0
LY96,0.0591,0.40343917,1.0
BSPH1,-0.0527,0.40350502,1.0
XLOC_006924,0.168,0.40353075,1.0
IL34,0.186,0.40353237,1.0
ABCC11,0.0915,0.40356755,1.0
LOC284513,-0.114,0.40364356,1.0
NSL1,-0.0801,0.40373906,1.0
OR1L3,0.439,0.40375224,1.0
WDR5B,-0.14604999999999999,0.5782136427297069,1.0
CPA3,0.123,0.4038789,1.0
SF3A3,0.0532,0.40390972,1.0
DRAM2,-0.0587,0.40392205,1.0
RNASE7,-0.0973,0.40406452,1.0
GALR2,0.353,0.40409084,1.0
FKBP1B,0.122,0.40414502,1.0
CLMP,-0.611,0.40414831,1.0
TSPYL2,-0.244,0.40415923,1.0
LOC284408,-0.108,0.40415985,1.0
EVX1,0.628,0.40417719,1.0
UBE2G2,0.0808,0.40420228,1.0
EDN2,-0.139,0.40421563,1.0
LOC100130373,0.135,0.40422858,1.0
XLOC_009459,0.211,0.40425264,1.0
TNFSF8,0.153,0.40425787,1.0
LOC100126784,0.295,0.4042919,1.0
C2orf88,-0.0487,0.40429313,1.0
LOC100130157,-0.386,0.40434177,1.0
ERV3-1,-0.41,0.40437948,1.0
BHMT,-0.0823,0.40442965,1.0
GINS1,-0.132,0.40443432,1.0
LOC729305,0.2569,0.9205843019515607,1.0
ITIH1,-0.0881,0.40450177,1.0
ZNF295,-0.028433333333333335,0.7803322693775322,1.0
ZFAND4,-0.07461999999999999,0.768227007616447,1.0
ZNF114,-0.0561,0.40460116,1.0
KRT10,-0.0702,0.40460133,1.0
FNDC3B,-0.04375,0.7381283493620393,1.0
HCG27,-0.42,0.404715,1.0
UBE2CBP,0.08789999999999999,0.7951538578922748,1.0
LOC100506871,0.168,0.40477251,1.0
LOC286121,-0.315,0.40480162,1.0
BLID,0.0834,0.40481806,1.0
LOC643783,-0.0922,0.40482424,1.0
LAYN,0.184,0.40484717,1.0
LOC100268168,0.10355,0.7307345554626177,1.0
ZNF256,0.141,0.4048986,1.0
TAZ,-0.0775,0.40489959,1.0
TRAF5,-0.0512,0.40490522,1.0
LYSMD4,-0.0611,0.40498777,1.0
ISL2,0.266,0.40499589,1.0
MOGS,-0.0475,0.40500115,1.0
TMEM180,0.02245,0.743788522376613,1.0
SLC25A28,0.0667,0.40516972,1.0
SYT5,0.104,0.40519863,1.0
HDAC11,-0.07253333333333334,0.7695492226998631,1.0
PLLP,-0.126,0.40527602,1.0
LIMK2,0.10744999999999999,0.5005346560986758,1.0
POLR1E,0.0944,0.40533932,1.0
MLF2,0.0657,0.40538706,1.0
BCL7C,0.027100000000000003,0.7531316407605801,1.0
IL21,0.133,0.40547549,1.0
LRRC8C,0.26,0.514365659847373,1.0
ANKRD55,-0.0685,0.40558245,1.0
CRISPLD2,-0.232,0.40559741,1.0
TAG,0.30805,0.6450311011814367,1.0
CARKD,-0.011049999999999997,0.5841562825141455,1.0
LOC100240735,-0.0865,0.40567753,1.0
FAM118A,0.04596666666666666,0.7711456573233925,1.0
CNDP1,-0.105,0.40571378,1.0
CXCL16,-0.011899999999999997,0.6022590333551034,1.0
CTLA4,-0.3301,0.6519853981644661,1.0
PCBP3-OT1,-0.0778,0.40578754,1.0
WDR72,-0.114,0.40583196,1.0
HIPK2,0.10556666666666666,0.7032305771303841,1.0
REXO2,-0.0703,0.40591916,1.0
SNX20,-0.195,0.40593873,1.0
GFM1,-0.33390000000000003,0.7582453041076971,1.0
FAM18B1,-0.0889,0.40599265,1.0
WDR37,-0.04914999999999999,0.6323971623570939,1.0
RAD50,-0.0679,0.40608326,1.0
FNTB,0.0843,0.40610109,1.0
ZFY,-0.108,0.4061476,1.0
PODXL2,-0.155,0.5955085959031131,1.0
LOC641518,-0.06,0.40618177,1.0
CCDC85B,0.0544,0.40622332,1.0
LOC100506241,0.096,0.40625435,1.0
GOLGA2,-0.031849999999999996,0.5758338073230782,1.0
ITGAD,-0.21250000000000002,0.5258511840843163,1.0
C19orf39,0.175,0.40640642,1.0
CCDC144A,-0.005860000000000002,0.93649863569737,1.0
GLDN,-0.604,0.40642054,1.0
CISD1,-0.06305,0.6100483766073951,1.0
FKBP8,0.103,0.40651083,1.0
SDC4P,0.373,0.40651194,1.0
WWTR1,0.028175,0.7675978645413467,1.0
HMG20A,0.0585,0.40658469,1.0
BORA,-0.162,0.40664807,1.0
C19orf42,-0.052185,0.7391068539355794,1.0
GOLT1B,-0.0533,0.40665648,1.0
SSX7,-0.17332999999999998,0.7424721475888038,1.0
BRD2,-0.0554,0.40671739,1.0
C6orf127,-0.16636,0.7457033368580488,1.0
ERP44,-0.321,0.40677727,1.0
C6orf211,-0.063615,0.757427191252923,1.0
SP2,0.07575,0.5899283596543026,1.0
KRT6A,-0.2,0.40693874,1.0
TSGA13,-0.151,0.40698848,1.0
LRRC72,0.316,0.40701082,1.0
LOC283728,-0.48,0.40701106,1.0
PDCD6,-0.0558,0.40701258,1.0
AGAP7,-0.025999999999999995,0.8206984797590098,1.0
ANKRD36B,-0.16,0.5171827263129185,1.0
LOC220906,0.225,0.40713586,1.0
TTLL12,0.0814,0.40715873,1.0
IFI35,0.0741,0.40717671,1.0
NUDT11,-0.214,0.40718773,1.0
TINAG,0.13979999999999998,0.6923570814024684,1.0
LOC100132396,0.20604999999999998,0.6743637151880834,1.0
ALDH2,0.113,0.40727078,1.0
FLJ42022,0.321,0.40728768,1.0
LEF1,-0.103,0.40730881,1.0
CDC25C,0.228,0.40734517,1.0
UNC13D,-0.224,0.40740615,1.0
SMC2,0.0474,0.6693367554041111,1.0
ZUFSP,-0.12209999999999999,0.5104112469022126,1.0
NCEH1,0.0754,0.40760897,1.0
CACYBP,-0.004223333333333333,0.8148916321885848,1.0
LOC1720,0.112,0.40772975,1.0
ENTPD3,0.379,0.40778834,1.0
FAT4,-0.019999999999999997,0.5951426121484436,1.0
PCDHA1,-0.119,0.4078776,1.0
INF2,-0.017489,0.9133953000778444,1.0
IL4,-0.239,0.40791585,1.0
LOC100131650,-0.348,0.40792362,1.0
GTF2IRD2,-0.04376666666666667,0.6925378294226932,1.0
FHAD1,-0.727,0.7030527686104898,1.0
SLC2A3,-0.1053,0.5448664636861076,1.0
C17orf80,0.0697,0.6816766011402154,1.0
RNF152,-0.0887,0.40807376,1.0
PPP2R2D,0.0787,0.40813205,1.0
DHRS4,0.019633333333333332,0.8424271932086798,1.0
SLC40A1,-0.0621,0.40814664,1.0
DCDC2B,-0.0695,0.40815507,1.0
XLOC_005397,-0.25799500000000003,0.7447761099161011,1.0
LOC148709,-0.187,0.40824047,1.0
FBXO48,-0.195,0.40828734,1.0
LRRC37BP1,-0.012040000000000004,0.9221710171100849,1.0
SLMO1,-0.106,0.40847493,1.0
SNPH,0.172,0.4084767,1.0
NEK11,-0.07188499999999999,0.770729580159939,1.0
ZNF275,-0.019750000000000004,0.585657959957048,1.0
ATN1,0.103,0.40865764,1.0
FAM75A3,0.6008,0.6453808105885813,1.0
TTC29,-0.031465,0.7392862366197979,1.0
CLIP3,0.233,0.40874802,1.0
LOC100507634,0.309,0.40876825,1.0
SDR42E1,-0.0533,0.4088666,1.0
NFAM1,-0.815,0.40892052,1.0
PRAMEF1,-0.516,0.40892964,1.0
FAM86B1,0.253,0.40893082,1.0
TCIRG1,0.0546,0.40897805,1.0
PIGL,-0.028200000000000003,0.5150857508995418,1.0
GUCY1B2,-0.174,0.40903077,1.0
FBXL4,-0.0677,0.40911656,1.0
GPR68,-0.404,0.40915608,1.0
LOC100506127,-0.123,0.40915887,1.0
RACGAP1,-0.262,0.40919291,1.0
SRSF6,-0.09945000000000001,0.5538788532418872,1.0
ANXA11,-0.07339666666666668,0.8620280964773896,1.0
UBTFL1,0.013999999999999999,0.4727855406571807,1.0
C14orf162,-0.23,0.4094499,1.0
CTH,-0.0821,0.4095247,1.0
TMEM150A,-0.0937,0.40955211,1.0
NR2E1,0.365,0.40956102,1.0
OR2B6,0.52,0.40960422,1.0
C21orf88,-0.13675,0.7293758619603472,1.0
AKR1C1,-0.04491,0.8471795884332759,1.0
TINF2,-0.0619,0.40976447,1.0
P2RY12,2.29,0.40981127,1.0
OVOS2,0.81,0.40984357,1.0
DGCR11,-0.0798,0.40984412,1.0
STK35,-0.202,0.40985425,1.0
CLDN11,0.29,0.40985624,1.0
RAB42,-0.324,0.40990771,1.0
PRG3,0.307,0.40993323,1.0
TUBA8,-0.0786,0.40995874,1.0
LOC728543,0.0703,0.41008203,1.0
C12orf48,0.00643333333333333,0.805623849441318,1.0
ABL2,0.1035,0.835722038291631,1.0
RHOH,-0.078,0.41011995,1.0
FAM149A,-0.0858,0.41037778,1.0
C5orf32,0.06,0.41046812,1.0
LOC100506390,-0.0612,0.41056265,1.0
OK/SW-CL.58,0.427,0.41057059,1.0
IRF2BPL,0.187,0.41058296,1.0
MYCL1,0.1139,0.6942847594839052,1.0
SFRP5,-0.0879,0.41068001,1.0
MUSTN1,-0.141,0.4107218,1.0
XPA,-0.0377,0.7251542772234545,1.0
BANF1,0.129,0.41077315,1.0
TBC1D3B,-0.16773333333333332,0.5989044040699476,1.0
STRC,0.11793333333333333,0.7998451431622071,1.0
TARP,0.10621499999999999,0.7263604277287095,1.0
GART,-0.005899999999999999,0.5560680088149206,1.0
LRRFIP1,0.0540175,0.8725039620024906,1.0
LOC100507747,0.308,0.4110659,1.0
ACTR3BP2,0.285,0.4110871,1.0
RNASE6,-0.476,0.41113412,1.0
KDM1B,-0.1148,0.73576733871273,1.0
SLC1A2,-0.408,0.41117344,1.0
NPC2,0.0485,0.41120179,1.0
FBXO38,-0.0811,0.41125543,1.0
BAAT,-0.0621,0.41126795,1.0
LINC00207,0.0601,0.41128114,1.0
MREG,0.009150000000000005,0.568123067093339,1.0
GAGE1,-0.343,0.41138999,1.0
ZNF100,0.13115,0.5768164040372481,1.0
OR8G2,-0.276,0.41149783,1.0
TRAPPC4,-0.121,0.41153265,1.0
PKD2L2,0.041550000000000004,0.5933628161695462,1.0
PRPF4,0.0508,0.41156581,1.0
MRPS18C,0.12695,0.5934793824620536,1.0
EIF3A,0.007649999999999997,0.6154509983341436,1.0
SIVA1,0.0772,0.41171154,1.0
LILRA4,-0.165,0.41172088,1.0
TWSG1,-0.386,0.41172543,1.0
KSR2,0.1135,0.5685151926321579,1.0
XLOC_002736,0.18499999999999997,0.6949183092237071,1.0
ARHGEF12,0.135,0.41184217,1.0
FLJ40434,0.37,0.4118538,1.0
PKIA,0.176,0.41191663,1.0
STOM,-0.058,0.41201996,1.0
ZMAT3,0.143,0.41214937,1.0
C19orf54,0.079,0.747359646703232,1.0
FMO4,-0.0777,0.41243665,1.0
IGF1R,0.0984,0.41244333,1.0
CEP63,-0.117,0.41246599,1.0
C21orf15,-0.416,0.41247449,1.0
GADD45A,0.141,0.41253736,1.0
ZSCAN18,0.0628,0.4125701,1.0
MSH3,-0.0842,0.4126236,1.0
RDX,0.08875,0.6060971848950494,1.0
CLCN5,0.0675,0.6912511093839537,1.0
ISL1,-0.222,0.41264461,1.0
TMPRSS11D,0.0796,0.41265287,1.0
KRT8,-0.14996666666666666,0.7493175023064395,1.0
RSL1D1,0.032,0.513310235885371,1.0
EGFL6,0.0565,0.41288165,1.0
MSL1,0.0265,0.7683060579533085,1.0
IFNA16,-0.0812,0.41300454,1.0
LINC00467,-0.10605,0.4908096879011442,1.0
GAS7,0.151,0.41306929,1.0
LOC284244,-0.476,0.41310815,1.0
KCNH4,-0.233,0.41320106,1.0
LOC157562,-0.0778,0.41329577,1.0
KRTAP13-4,0.268,0.41331587,1.0
F2,0.11,0.41337041,1.0
RGS19,-0.0524,0.41338045,1.0
WDR26,-0.06345,0.5251625403416653,1.0
LPA,0.1505,0.5056701634061253,1.0
ZFP14,0.321,0.41348217,1.0
YTHDF3,-0.0854,0.41352051,1.0
LOC338653,-0.11,0.41358226,1.0
RUNX2,-0.3426,0.7438738514128698,1.0
