GENE_SYMBOL,logFC,P.Value,FDR
AQP5,-0.133147,0.32,0.9686672398968186
CYP2R1,-0.10942267,0.32,0.9686672398968186
SPAG6,-0.11991067,0.32,0.9686672398968186
FSTL3,0.138768,0.321,0.9691942538593482
NSFL1C,0.10258667,0.321,0.9691942538593482
ZFP90,-0.10992467,0.321,0.9691942538593482
WNK1,-0.0035539999999999877,0.42517574760275423,0.9793637170760578
FAM192A,-0.12972367,0.321,0.9691942538593482
MIF,0.24181433,0.33721489386631676,0.9695345238095238
MIF-AS1,0.24181433,0.321,0.9691942538593482
ZRANB2,-0.117019,0.321,0.9691942538593482
IKZF5,-0.11629333,0.321,0.9691942538593482
GPS2,0.10678333,0.321,0.9691942538593482
CLOCK,-0.106876,0.321,0.9691942538593482
ASPDH,-0.12376267,0.321,0.9691942538593482
STS,0.17855233,0.321,0.9691942538593482
ZNF816-ZNF321P,-0.128687,0.321,0.9691942538593482
ZNF321P,-0.128687,0.321,0.9691942538593482
ANGPTL8,-0.11971267,0.321,0.9691942538593482
ZDHHC22,0.141159,0.321,0.9691942538593482
ST3GAL5,0.10721767,0.321,0.9691942538593482
AMPD3,0.121065,0.321,0.9691942538593482
CCL5,-0.103503,0.322,0.9695345238095238
SPX,-0.15390867,0.322,0.9695345238095238
WBSCR27,0.11456267,0.322,0.9695345238095238
RASA1,-0.143555,0.322,0.9695345238095238
KIF5A,0.030066000000000002,0.40581524968650534,0.9773148717948719
ZNF71,0.14376667,0.322,0.9695345238095238
EID3,-0.23773133,0.322,0.9695345238095238
BDNF,-0.135279,0.322,0.9695345238095238
CYP7B1,-0.12456233,0.322,0.9695345238095238
SEMA7A,-0.12118267,0.322,0.9695345238095238
CCP110,0.15826033,0.322,0.9695345238095238
CYBB,-0.13352467,0.322,0.9695345238095238
ENOX1,0.15561167,0.322,0.9695345238095238
GPC6,0.111864,0.322,0.9695345238095238
FCGRT,0.17289367,0.323,0.9695345238095238
HTR6,0.14374333,0.323,0.9695345238095238
C5orf34,-0.13514733,0.323,0.9695345238095238
ARSD,-0.13475,0.323,0.9695345238095238
COX11,0.152006,0.323,0.9695345238095238
OR9I1,-0.12910733,0.323,0.9695345238095238
ADRA1D,0.10698733,0.323,0.9695345238095238
KLHDC7A,0.15762967,0.323,0.9695345238095238
ZNF609,-0.105512,0.323,0.9695345238095238
TOR1AIP2,-0.098182335,0.4851763644222984,0.9804600854295207
FUCA1,0.142743,0.323,0.9695345238095238
NTN5,0.107397,0.323,0.9695345238095238
ZNF230,0.16779833,0.323,0.9695345238095238
RGS17,-0.17896333,0.323,0.9695345238095238
DEFB105B,0.112627,0.3401340225428617,0.9695345238095238
DEFB105A,0.112627,0.3401340225428617,0.9695345238095238
TOE1,0.131668,0.323,0.9695345238095238
PLPPR3,0.10513,0.323,0.9695345238095238
OR2F1,-0.15263967,0.323,0.9695345238095238
OR5D13,-0.12238167,0.323,0.9695345238095238
APOL5,-0.122054,0.324,0.9695345238095238
PIGQ,0.125148,0.324,0.9695345238095238
ACAP2,-0.10181033,0.324,0.9695345238095238
TLN1,-0.157,0.324,0.9695345238095238
SPG21,-0.10605333,0.324,0.9695345238095238
TTLL10,-0.124164,0.324,0.9695345238095238
TRAPPC2L,0.18216933,0.324,0.9695345238095238
GORASP2,-0.130385,0.324,0.9695345238095238
MMAB,0.124952,0.324,0.9695345238095238
LRP5L,-0.13091267,0.324,0.9695345238095238
MAT1A,-0.198852,0.324,0.9695345238095238
MRPS10,-0.12380067,0.324,0.9695345238095238
AASDH,-0.20831,0.324,0.9695345238095238
NECTIN2,0.11194,0.324,0.9695345238095238
SAC3D1,-0.10559133,0.324,0.9695345238095238
LMOD2,-0.11635967,0.34159437370522666,0.9695345238095238
LINC00282,-0.144707,0.324,0.9695345238095238
C11orf68,0.12041333,0.324,0.9695345238095238
ISCA2,0.10646233,0.324,0.9695345238095238
RAD23A,0.11137033,0.324,0.9695345238095238
CHKB-CPT1B,0.13966733,0.325,0.9695345238095238
CPT1B,0.13966733,0.325,0.9695345238095238
CHKB,0.13966733,0.325,0.9695345238095238
ZNF737,0.17263867,0.3430552329178195,0.9695345238095238
TMEM225,-0.12210933,0.325,0.9695345238095238
RPRM,0.15406467,0.325,0.9695345238095238
AIFM3,0.14033333,0.325,0.9695345238095238
OR6Q1,-0.12432933,0.325,0.9695345238095238
KCNA3,0.15642333,0.325,0.9695345238095238
KCNJ18,0.13733367,0.325,0.9695345238095238
KCNJ12,0.13733367,0.325,0.9695345238095238
RCOR2,-0.104658,0.325,0.9695345238095238
CDH8,0.139081,0.325,0.9695345238095238
RNF6,0.10309433,0.325,0.9695345238095238
HAP1,0.134328,0.325,0.9695345238095238
LATS2,-0.11852133,0.325,0.9695345238095238
C9orf72,0.10309467,0.325,0.9695345238095238
RELA,0.10385067,0.325,0.9695345238095238
SLC22A25,0.12860733,0.325,0.9695345238095238
ADAMTS12,-0.20029733,0.325,0.9695345238095238
HK2,0.17907467,0.325,0.9695345238095238
ZNF586,0.11529833,0.325,0.9695345238095238
SOGA1,0.17542167,0.325,0.9695345238095238
LOC100128233,0.134599,0.325,0.9695345238095238
AGTR1,-0.12793667,0.325,0.9695345238095238
IL22RA2,0.12963267,0.326,0.9695345238095238
DLL4,-0.140679,0.326,0.9695345238095238
AUTS2,-0.119059,0.326,0.9695345238095238
HCG27,-0.02760655666666667,0.7937429710826741,1.0
UBE2E4P,-0.045930664999999996,0.602470500648074,0.9935220428438374
TMEM110-MUSTN1,0.0880865,0.5777410648757323,0.9907790135396518
TMEM110,0.118317,0.326,0.9695345238095238
BAZ1A,-0.127026,0.326,0.9695345238095238
USP26,0.21305967,0.326,0.9695345238095238
LRRC37A5P,-0.128965,0.326,0.9695345238095238
ADGRE1,-0.16299733,0.326,0.9695345238095238
PRR20E,-0.17362267,0.3415004398948278,0.9695345238095238
PRR20D,-0.17362267,0.3415004398948278,0.9695345238095238
PRR20C,-0.17362267,0.3415004398948278,0.9695345238095238
PRR20B,-0.17362267,0.3415004398948278,0.9695345238095238
PRR20A,-0.17362267,0.3415004398948278,0.9695345238095238
DYRK4,0.11240833,0.326,0.9695345238095238
UNC13B,-0.12839367,0.326,0.9695345238095238
ZNF92,-0.10166233,0.326,0.9695345238095238
ETV6,-0.14081367,0.326,0.9695345238095238
INO80D,-0.04570417,0.5870478030286681,0.9920617973048401
FRG1JP,-0.15334833,0.326,0.9695345238095238
LOC283788,-0.15334833,0.326,0.9695345238095238
OR52N1,0.12648967,0.326,0.9695345238095238
RNF145,0.16266833,0.326,0.9695345238095238
RNF43,0.163584,0.326,0.9695345238095238
AQP12B,-0.097740665,0.5361197675660023,0.9859235984354628
AQP12A,-0.097740665,0.5361197675660023,0.9859235984354628
NLGN1,-0.13139667,0.327,0.9695345238095238
L3MBTL1,0.10509233,0.327,0.9695345238095238
C21orf62-AS1,0.15909433,0.327,0.9695345238095238
RAB11FIP2,-0.15420433,0.327,0.9695345238095238
HOXA7,-0.12014567,0.327,0.9695345238095238
LOC105369230,-0.06773466666666667,0.8417588497634181,1.0
HLA-DRB6,-0.06773466666666667,0.7283328261008494,1.0
HLA-DRB5,-0.041057904285714285,0.818305195286231,1.0
HLA-DRB4,-0.06773466666666667,0.8417588497634181,1.0
HLA-DRB3,-0.06773466666666667,0.8417588497634181,1.0
OSR1,0.157682,0.327,0.9695345238095238
MAPRE3,0.11133633,0.327,0.9695345238095238
RBM26,-0.11891267,0.327,0.9695345238095238
JPH2,0.11752067,0.327,0.9695345238095238
SQRDL,0.15446133,0.327,0.9695345238095238
FOXN3-AS2,-0.14643267,0.327,0.9695345238095238
PMF1-BGLAP,0.086965835,0.5437217827094455,0.988040584694755
BGLAP,0.11317067,0.327,0.9695345238095238
BTF3L4,-0.14891933499999999,0.42092575111552555,0.9793637170760578
PCDH15,0.11140667,0.327,0.9695345238095238
SPHAR,-0.18430067,0.327,0.9695345238095238
RAB4A,-0.18430067,0.327,0.9695345238095238
FLJ44874,-0.119993,0.327,0.9695345238095238
SMARCC1,-0.115668,0.327,0.9695345238095238
C12orf43,-0.149568,0.327,0.9695345238095238
LOC399851,0.14807033,0.327,0.9695345238095238
GRWD1,0.118631,0.328,0.9695345238095238
NKIRAS2,0.105421,0.328,0.9695345238095238
CNGA3,-0.13507033,0.328,0.9695345238095238
LRAT,0.123307,0.328,0.9695345238095238
BANF2,0.117185,0.328,0.9695345238095238
RNVU1-1,0.20213167,0.3474407357792289,0.9697630606860157
TRIM49D2,0.14236733,0.3474407357792289,0.9697630606860157
TRIM49D1,0.14236733,0.3474407357792289,0.9697630606860157
TRIM48,0.11274166333333331,0.5332233924673306,0.9857585961042731
PLRG1,0.103071,0.328,0.9695345238095238
MAPT,0.12772167,0.328,0.9695345238095238
HGS,0.134484,0.328,0.9695345238095238
SNORA14B,-0.13537467,0.328,0.9695345238095238
SMCO1,-0.12440633,0.328,0.9695345238095238
CAMKV,-0.10860033,0.328,0.9695345238095238
ZNF354C,-0.11287433,0.328,0.9695345238095238
PIAS4,0.12050367,0.328,0.9695345238095238
ATRIP,0.107775,0.328,0.9695345238095238
TREX1,0.107775,0.328,0.9695345238095238
PSMG3,0.12048433,0.328,0.9695345238095238
LEF1,-0.188277,0.328,0.9695345238095238
SLC2A8,0.11653167,0.329,0.9695345238095238
MEG3,0.1512,0.329,0.9695345238095238
FBXO40,0.11876567,0.329,0.9695345238095238
ACTL10,0.119521,0.329,0.9695345238095238
BHLHB9,0.12906867,0.34890350430342176,0.9703734368829801
PTF1A,-0.130642,0.329,0.9695345238095238
MRFAP1L1,0.109553,0.329,0.9695345238095238
TMEM140,0.179716,0.329,0.9695345238095238
SIRT6,0.138936,0.329,0.9695345238095238
ZADH2,-0.104069,0.329,0.9695345238095238
DDX52,-0.113291,0.329,0.9695345238095238
TMEM268,0.14617267,0.329,0.9695345238095238
TSPAN7,-0.11461433,0.329,0.9695345238095238
TMEM245,0.11452433,0.329,0.9695345238095238
INPP5K,0.125647,0.329,0.9695345238095238
ONECUT2,0.11993067,0.329,0.9695345238095238
RAB3A,0.107835,0.329,0.9695345238095238
ZFYVE28,0.12823,0.329,0.9695345238095238
LTBP3,-0.126415,0.33,0.9695345238095238
PARD6B,-0.12406033,0.33,0.9695345238095238
ZNF787,-0.099413,0.33,0.9695345238095238
CIT,0.21729367,0.33,0.9695345238095238
MRPS6,0.18103433,0.33,0.9695345238095238
SLC5A3,0.185552665,0.42982338665439035,0.9793637170760578
HEATR3,-0.129667,0.33,0.9695345238095238
C7orf26,0.11166933,0.33,0.9695345238095238
AUP1,0.11419833,0.33,0.9695345238095238
FAM172BP,0.23814333,0.33,0.9695345238095238
GGPS1,-0.14667467,0.33,0.9695345238095238
CFAP46,-0.06952967,0.6424871548651832,0.9974362194315928
PRRC2C,-0.15590667,0.33,0.9695345238095238
TLE2,0.10804733,0.33,0.9695345238095238
KCNH1,0.127457,0.33,0.9695345238095238
UBE2U,0.11594833,0.33,0.9695345238095238
VKORC1,0.16679933,0.33,0.9695345238095238
TCERG1L,-0.10851933,0.33,0.9695345238095238
RXFP1,-0.12603,0.33,0.9695345238095238
FAM92A1,-0.15557467,0.33,0.9695345238095238
LILRA3,-0.17802333,0.33,0.9695345238095238
USP45,-0.14812933,0.33,0.9695345238095238
SLC6A12,-0.10773333,0.33,0.9695345238095238
NAGA,0.13310367,0.33,0.9695345238095238
CCDC94,0.13707067,0.33,0.9695345238095238
OR1F1,-0.11738133,0.33,0.9695345238095238
FNDC5,-0.13924833,0.33,0.9695345238095238
GRHL3,-0.10880233,0.331,0.9695345238095238
OR1S1,0.103465,0.331,0.9695345238095238
ZNF480,-0.15471033,0.331,0.9695345238095238
ADPRHL1,0.10971933,0.331,0.9695345238095238
PRRC2B,-0.047108000000000004,0.691272857253054,1.0
SOX12,0.15381867,0.331,0.9695345238095238
LOC55338,0.104186,0.331,0.9695345238095238
BICDL1,-0.111769,0.331,0.9695345238095238
HMGN2P46,0.10525,0.331,0.9695345238095238
TMX2-CTNND1,-0.12468533,0.331,0.9695345238095238
CTNND1,-0.12468533,0.331,0.9695345238095238
LINC00917,0.21874567,0.331,0.9695345238095238
SIDT2,-0.10323067,0.331,0.9695345238095238
LAMTOR4,0.29283,0.331,0.9695345238095238
ADCY6,0.19204867,0.331,0.9695345238095238
NANOG,0.047111,0.6582551070956083,0.9990710543314435
CDK10,0.12911733,0.331,0.9695345238095238
RPAP3,-0.152539,0.331,0.9695345238095238
TTLL2,-0.127134,0.331,0.9695345238095238
GABRR3,0.13955267,0.331,0.9695345238095238
ANAPC5,0.100283,0.331,0.9695345238095238
LY6E,0.155237,0.331,0.9695345238095238
IFIT1B,-0.13219667,0.331,0.9695345238095238
CXCR1,-0.11991633,0.332,0.9695345238095238
SAXO1,-0.103982,0.332,0.9695345238095238
OR13D1,-0.16515833,0.332,0.9695345238095238
APOL4,-0.15331067,0.332,0.9695345238095238
TMEM203,0.105173335,0.4334285241387431,0.9793637170760578
OR1A1,-0.10692967,0.332,0.9695345238095238
MMP27,-0.151331,0.332,0.9695345238095238
ANAPC10,0.23128133,0.332,0.9695345238095238
GAS2L1,-0.122003,0.332,0.9695345238095238
CCL7,0.122042,0.332,0.9695345238095238
PTGES3,-0.163801,0.332,0.9695345238095238
RPL7,-0.21491966333333334,0.4726749719542719,0.9800709620820742
MARCH8,-0.11810833,0.332,0.9695345238095238
EPS8,-0.10788333,0.332,0.9695345238095238
RAC3,-0.128931,0.332,0.9695345238095238
SAE1,0.09837833,0.332,0.9695345238095238
SUMO3,0.10006333,0.332,0.9695345238095238
GGTA1P,0.16897933,0.332,0.9695345238095238
URAD,-0.12215233,0.332,0.9695345238095238
BTNL8,-0.21204299999999998,0.37692775257368416,0.9773148717948719
BTNL3,-0.10559799999999998,0.5050873870958468,0.9811229508196722
UBE2NL,-0.14206433,0.332,0.9695345238095238
SLC6A19,-0.11854467,0.333,0.9695345238095238
ZNF546,-0.126586,0.333,0.9695345238095238
ADRM1,0.123317,0.333,0.9695345238095238
GRIN2A,0.12136833,0.333,0.9695345238095238
MFAP2,-0.124559,0.333,0.9695345238095238
TTTY12,0.114168,0.35475892511921747,0.9745707620528771
FAM228A,0.14735433,0.333,0.9695345238095238
SRSF6,0.09964933,0.333,0.9695345238095238
BAIAP3,0.125478,0.333,0.9695345238095238
BLOC1S3,-0.11547567,0.333,0.9695345238095238
ALKBH8,0.10172133,0.333,0.9695345238095238
TPI1P2,0.15502033,0.333,0.9695345238095238
STGC3,0.11653733,0.334,0.9695345238095238
NFXL1,-0.130026,0.334,0.9695345238095238
IMMP1L,-0.151468,0.334,0.9695345238095238
SLC19A1,-0.14873433,0.334,0.9695345238095238
MAP4K1,-0.11025933,0.334,0.9695345238095238
HMGXB3,-0.13152933,0.334,0.9695345238095238
ZNF705B,-0.09891867,0.334,0.9695345238095238
ZNF705G,-0.09891867,0.334,0.9695345238095238
ZNF705D,-0.09891867,0.334,0.9695345238095238
EPB41L2,-0.156232,0.334,0.9695345238095238
THSD7B,0.11687567,0.334,0.9695345238095238
HAUS1,0.23923433,0.334,0.9695345238095238
ALKBH6,0.157949,0.334,0.9695345238095238
GRIK4,-0.148032,0.334,0.9695345238095238
TIGD5,-0.11375067,0.334,0.9695345238095238
IGFL2,0.16197233,0.335,0.9695345238095238
ENDOV,0.14334933,0.335,0.9695345238095238
KDM5B,-0.14475333,0.335,0.9695345238095238
PIGR,0.12893167,0.335,0.9695345238095238
SFR1,0.12449,0.335,0.9695345238095238
CDH6,-0.10503167,0.335,0.9695345238095238
SPAG17,-0.10089867,0.335,0.9695345238095238
POT1,-0.12618433,0.335,0.9695345238095238
NSUN5,0.07315755666666666,0.6403086526801309,0.9974362194315928
C6orf222,-0.114659,0.335,0.9695345238095238
TUBB4A,0.16965467,0.335,0.9695345238095238
C8orf58,0.104566,0.335,0.9695345238095238
NFATC2,-0.10927433,0.35768907449940446,0.9766284385896938
CNBD1,-0.117473,0.336,0.9695345238095238
C9orf106,-0.14261233,0.336,0.9695345238095238
HOXD9,-0.124108,0.336,0.9695345238095238
WBP1L,0.09653167,0.336,0.9695345238095238
TRIM43B,-0.06441100000000001,0.7351893826504087,1.0
TRIM43,-0.06441100000000001,0.7351893826504087,1.0
C21orf58,-0.11428033,0.336,0.9695345238095238
SMIM10L2B,-0.153958,0.336,0.9695345238095238
ARF6,0.12322833,0.336,0.9695345238095238
ACLY,0.13505467,0.336,0.9695345238095238
MZT2A,0.04253022000000001,0.8682670116635887,1.0
TRIM60,0.119211,0.336,0.9695345238095238
TCF7L1,-0.09755067,0.336,0.9695345238095238
TMEM200A,-0.14081167,0.336,0.9695345238095238
DNAJC14,0.11966367,0.336,0.9695345238095238
LOC729173,0.18628867,0.336,0.9695345238095238
MYB,0.104282,0.3591547169215229,0.9772542941560387
CLIP4,-0.14903967,0.336,0.9695345238095238
SSR2,0.11132333,0.336,0.9695345238095238
SCCPDH,-0.111837,0.336,0.9695345238095238
SNORD115-28,0.10341167,0.336,0.9695345238095238
LOC100506472,0.10165467,0.336,0.9695345238095238
TAB1,0.10165467,0.336,0.9695345238095238
ZNRF4,0.10658367,0.336,0.9695345238095238
MAU2,0.148427,0.336,0.9695345238095238
PPDPF,0.10644433,0.336,0.9695345238095238
PRSS3P2,-0.11567021999999999,0.5282420865860076,0.9857373993590579
PRSS2,-0.14379033,0.3591547169215229,0.9772542941560387
PACRG,-0.14718167,0.336,0.9695345238095238
DNPEP,0.122899,0.336,0.9695345238095238
PLEKHF2,-0.11311067,0.337,0.9695345238095238
GPR25,-0.09971933,0.337,0.9695345238095238
USP6NL,0.11091067,0.337,0.9695345238095238
EIF2AK2,-0.11287767,0.337,0.9695345238095238
KMT2C,-0.15397367,0.337,0.9695345238095238
OR2M7,0.055772665,0.6136256132884357,0.995129440650656
OR2M2,0.103881,0.5667894095148738,0.9905743265440209
OR2M1P,0.148624,0.337,0.9695345238095238
OR2M3,0.0973615,0.6077296309858187,0.9941004721727688
OR2M5,0.005138665000000001,0.3793514639949394,0.9773148717948719
EIF2S1,-0.11104833,0.337,0.9695345238095238
PLD3,0.1185,0.337,0.9695345238095238
PWP2,0.12360433,0.337,0.9695345238095238
TRAF3IP3,0.11160533,0.337,0.9695345238095238
DNASE1L2,-0.16806033,0.337,0.9695345238095238
SNORD58A,-0.20922067,0.337,0.9695345238095238
ZNF735,0.08819250000000001,0.5062110940965082,0.9811229508196722
ZNF733P,0.08819250000000001,0.5062110940965082,0.9811229508196722
ZNF479,0.09213244333333333,0.5727389408788337,0.9907790135396518
TMEM52,-0.121371,0.337,0.9695345238095238
LRP1,0.15029833,0.337,0.9695345238095238
WDR77,0.10367133,0.337,0.9695345238095238
KPNA4,-0.108789,0.337,0.9695345238095238
CMTM5,0.10166033,0.337,0.9695345238095238
LOC100233156,-0.06052922333333333,0.786896364855358,1.0
TEKT4P2,-0.06052922333333333,0.786896364855358,1.0
MAFIP,-0.06052922333333333,0.786896364855358,1.0
WDR87,0.10858667,0.337,0.9695345238095238
ATF5,0.10747033,0.338,0.9695345238095238
PIK3CD-AS1,-0.13932,0.338,0.9695345238095238
LGALS14,0.119945,0.338,0.9695345238095238
PFN4,-0.16457567,0.338,0.9695345238095238
SSBP4,0.142732,0.338,0.9695345238095238
LOC401040,0.11944167,0.338,0.9695345238095238
GPKOW,0.11911467,0.338,0.9695345238095238
MAP1B,0.20532733,0.338,0.9695345238095238
RPL23AP87,-0.15750293399999998,0.6383567787486261,0.9974362194315928
RPL23AP82,-0.14599266666666666,0.717664989623817,1.0
RPL23AP7,-0.132678,0.8113266456320782,1.0
ZNF205,-0.10261367,0.338,0.9695345238095238
RUNDC3A,-0.13874667,0.338,0.9695345238095238
MAGEC2,-0.19967967,0.338,0.9695345238095238
COPZ2,0.11785,0.338,0.9695345238095238
SNORD7,0.12521533,0.338,0.9695345238095238
KHK,0.246782,0.338,0.9695345238095238
PCBP3,-0.10514167,0.338,0.9695345238095238
LINC00518,0.10144967,0.338,0.9695345238095238
KRT8P41,-0.11406667,0.338,0.9695345238095238
IL32,-0.21251533,0.338,0.9695345238095238
MPZL1,-0.10739267,0.338,0.9695345238095238
UBE2V2,-0.130318,0.338,0.9695345238095238
HDAC8,0.144875,0.338,0.9695345238095238
USMG5,-0.16169783499999998,0.5582569745702533,0.9895044833654573
C1RL,0.11149867,0.338,0.9695345238095238
PPA2,-0.18755433,0.36208707761694675,0.9773148717948719
ZCCHC14,-0.131666,0.338,0.9695345238095238
C19orf45,-0.118958,0.338,0.9695345238095238
SLC4A10,0.125023,0.339,0.9695345238095238
BDH2,-0.20928567,0.339,0.9695345238095238
SRBD1,0.101701,0.339,0.9695345238095238
IL5RA,0.12277933,0.339,0.9695345238095238
ST8SIA2,0.124957,0.339,0.9695345238095238
TBC1D10B,-0.15767133,0.339,0.9695345238095238
ARMC4,0.13754033,0.339,0.9695345238095238
FLJ42102,0.12173767,0.339,0.9695345238095238
LIPN,-0.20379233,0.339,0.9695345238095238
ALDH1B1,-0.104601,0.339,0.9695345238095238
CLDN7,-0.13417333,0.339,0.9695345238095238
PAK2,-0.11723633,0.339,0.9695345238095238
TMEM80,0.114443,0.339,0.9695345238095238
KCNA6,0.13471633,0.339,0.9695345238095238
TSFM,0.111996,0.339,0.9695345238095238
HOGA1,-0.15053067,0.339,0.9695345238095238
LANCL3,0.14068633,0.339,0.9695345238095238
DHRS3,0.15822933,0.339,0.9695345238095238
AGRP,-0.11620533,0.339,0.9695345238095238
C8orf49,0.10377433,0.339,0.9695345238095238
MRGPRX2,0.135189,0.339,0.9695345238095238
LOC100128310,0.14166667,0.339,0.9695345238095238
ARL6IP6,0.12529233,0.339,0.9695345238095238
TPRX1,0.207057,0.339,0.9695345238095238
HOXB5,-0.10408767,0.339,0.9695345238095238
NBPF3,-0.01256889625,0.9999998785910317,1.0
FCMR,-0.11875167,0.339,0.9695345238095238
TRAM2,-0.15854733,0.34,0.9695345238095238
ZNF641,0.150108,0.34,0.9695345238095238
LOC100130713,0.26706867,0.34,0.9695345238095238
ICE2,-0.15161233,0.34,0.9695345238095238
CD160,-0.10841567,0.34,0.9695345238095238
ATP1B2,-0.14052167,0.34,0.9695345238095238
HEMGN,0.15337933,0.34,0.9695345238095238
HAT1,-0.16521233,0.34,0.9695345238095238
C4orf45,0.11400967,0.34,0.9695345238095238
SH2D6,0.10894367,0.34,0.9695345238095238
AIMP2,0.179895,0.34,0.9695345238095238
EIF2AK1,0.079785835,0.6443547086472691,0.9976208510016086
FLVCR1,0.119136,0.34,0.9695345238095238
ARVCF,-0.10813133,0.34,0.9695345238095238
EGFL7,0.10523267,0.34,0.9695345238095238
MRPS31P5,-0.12482333,0.34,0.9695345238095238
LOC401296,0.12021367,0.34,0.9695345238095238
ATP5S,-0.17032667,0.34,0.9695345238095238
ACSM5,0.13252233,0.34,0.9695345238095238
GMIP,-0.10774433,0.34,0.9695345238095238
ZNF385B,-0.14625633,0.34,0.9695345238095238
FOXE3,-0.10893,0.34,0.9695345238095238
LOC102723701,-0.16220167,0.34,0.9695345238095238
ZNF792,-0.10068767,0.341,0.9695345238095238
OR10R2,-0.09596,0.341,0.9695345238095238
NPAS2,-0.12156233,0.341,0.9695345238095238
EHMT1-IT1,0.13335233,0.341,0.9695345238095238
EFTUD2,0.11521233,0.341,0.9695345238095238
SYPL2,0.10418467,0.341,0.9695345238095238
MFSD14A,0.102845,0.341,0.9695345238095238
AKAP9,-0.13189033,0.341,0.9695345238095238
PATE2,-0.130705,0.341,0.9695345238095238
IQGAP1,-0.15569367,0.341,0.9695345238095238
C20orf78,0.14715167,0.341,0.9695345238095238
LTV1,-0.126791,0.341,0.9695345238095238
RARS,-0.202893,0.341,0.9695345238095238
HMGCS1,0.114212,0.341,0.9695345238095238
LOC613206,-0.104873,0.341,0.9695345238095238
PMEL,0.11554033,0.341,0.9695345238095238
KCTD5,0.11174333,0.341,0.9695345238095238
ZSCAN20,0.11342267,0.341,0.9695345238095238
SNORA4,-0.12754067,0.341,0.9695345238095238
EIF4A2,-0.07474077666666666,0.786341132490775,1.0
KRT37,-0.09703967,0.341,0.9695345238095238
TSPAN33,0.12493967,0.341,0.9695345238095238
CFAP44,0.14495466499999998,0.44298777620725827,0.9793637170760578
BPHL,0.12238167,0.341,0.9695345238095238
DPPA3P2,0.113884,0.341,0.9695345238095238
LRRIQ1,-0.13957933,0.341,0.9695345238095238
ITLN2,-0.10924433,0.341,0.9695345238095238
SLC38A5,-0.11180633,0.341,0.9695345238095238
ZAN,-0.11821867,0.342,0.9695345238095238
MIR516B2,0.10158333,0.342,0.9695345238095238
FGFR3,-0.15219567,0.342,0.9695345238095238
FMO1,-0.20185933,0.342,0.9695345238095238
OR5R1,0.12027233,0.342,0.9695345238095238
COL17A1,-0.097887,0.342,0.9695345238095238
ANAPC15,0.10427433,0.342,0.9695345238095238
C1RL-AS1,0.13593733,0.342,0.9695345238095238
PLXNA2,0.15175333,0.342,0.9695345238095238
SON,-0.11672633,0.342,0.9695345238095238
LRRC26,0.105875,0.342,0.9695345238095238
UHRF1BP1L,-0.119394,0.342,0.9695345238095238
RASA3,0.17613967,0.342,0.9695345238095238
C9orf153,0.15611367,0.342,0.9695345238095238
STON2,0.12232667,0.342,0.9695345238095238
C2orf16,0.13510967,0.342,0.9695345238095238
SHOC2,-0.12634667,0.342,0.9695345238095238
RDH14,0.11778467,0.342,0.9695345238095238
CCDC112,0.11654133,0.342,0.9695345238095238
PDCD7,-0.10718,0.342,0.9695345238095238
FAM155B,-0.104192,0.342,0.9695345238095238
SLC39A7,0.13240333,0.37598700921887324,0.9773148717948719
LILRB2,0.14311567,0.342,0.9695345238095238
BEAN1,-0.091445,0.685524971104571,1.0
ATP2C2,-0.10474733,0.342,0.9695345238095238
ACER2,0.161379,0.342,0.9695345238095238
BCO2,0.18425467,0.342,0.9695345238095238
WIF1,0.110289,0.343,0.9695345238095238
MAGEL2,0.15274267,0.343,0.9695345238095238
EXT2,0.113682,0.343,0.9695345238095238
OFD1,0.12272833,0.343,0.9695345238095238
PSMD11,0.09881767,0.343,0.9695345238095238
ISOC2,0.19989167,0.343,0.9695345238095238
NIF3L1,0.12772466500000001,0.5381400752513352,0.986337780473014
LOC646358,-0.15781967,0.343,0.9695345238095238
DNAJB14,-0.11115649999999999,0.5095474964567541,0.9811229508196722
ASCL4,-0.17303,0.343,0.9695345238095238
DPYSL5,-0.10128633,0.343,0.9695345238095238
DUSP16,-0.130894,0.343,0.9695345238095238
PDCD1,-0.12021933,0.343,0.9695345238095238
LOC102723566,0.13675933,0.343,0.9695345238095238
KIAA0319,0.11392333,0.343,0.9695345238095238
POMGNT1,0.11829567,0.343,0.9695345238095238
GNMT,-0.10125033,0.343,0.9695345238095238
NHLH2,-0.11453233,0.343,0.9695345238095238
HNRNPA3,-0.09435833666666665,0.6327649955224872,0.9974362194315928
HNRNPA3P1,-0.05376916999999999,0.7047247625833926,1.0
SPIC,0.204311,0.36942370287668735,0.9773148717948719
SH2D3C,-0.140167,0.343,0.9695345238095238
ITGA2,-0.138149,0.343,0.9695345238095238
GSTM5,0.130174,0.344,0.9695345238095238
CLCN1,-0.13906933,0.344,0.9695345238095238
TLR7,-0.136442,0.344,0.9695345238095238
TECTB,0.13231133,0.344,0.9695345238095238
REEP2,-0.10357767,0.344,0.9695345238095238
RNASEH2C,-0.10384667,0.344,0.9695345238095238
NDUFA10,0.11395633,0.344,0.9695345238095238
PDYN,0.12738133,0.344,0.9695345238095238
PHYKPL,0.13250767,0.344,0.9695345238095238
ZCCHC9,-0.16819167,0.344,0.9695345238095238
PRSS58,-0.10610367,0.344,0.9695345238095238
MPP2,0.107042,0.344,0.9695345238095238
FAM175B,-0.12432933,0.344,0.9695345238095238
